"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"12","go -0.00290386229574324","government -0.00243004118693002","loan -0.00159985905885751","want -0.00103284618369237","pandemic -0.000887152346413123","china -0.000881910759946591","wisconsin -0.000801416386922549","reopen -0.000740040597389857","intelligence -0.000703081981764053","primary -0.000698317992281594","package -0.000683665818012602","claim -0.000656578493117066","review -0.000645978363562172","halt -0.000634458408234062","pelosi -0.000553250051182896","support -0.000525931336859076","us -0.000525290738047524","memo -0.000518053541561425","biden -0.000517963214728745","constitution -0.000507810257681651","can -0.000500449369358114","outbreak -0.000475277036988242","republican -0.000465480303671995","authority -0.000459255353956411","federal -0.000417357097345139","navarro -0.000408976954663021","able -0.000405359382086523","block -0.000398987558228536","kudlow -0.000373320764403662","pompeo -0.000365384941037217"
"13","china -0.00592208507683312","will -0.00411145979627237","us -0.00199930748443566","go -0.00123129985463821","election -0.00122526730679329","voter -0.00109540044152046","sunday -0.00102527763338089","deal -0.0009666781190385","vote -0.000876636598677982","romney -0.000863645232887622","case -0.00073703290625704","economy -0.000698690977726013","continue -0.000685346807359433","call -0.000648619723543908","america -0.000584084270156326","mail -0.000564129816081782","back -0.000493623902722007","journalist -0.00048549736141601","tedros -0.000449635848176477","look -0.000432060549405811","wednesday -0.000419552316513583","northam -0.000383538290836039","datum -0.000348139660408697","secretary -0.000332027052885819","push -0.000331017475405315","hospital -0.000322164659534274","medium -0.000322164659534274","freedom -0.000313267131704875","fund -0.000299399495276353","much -0.000297724551889589"
"14","will -0.00428826452344655","fund -0.00209029409445938","program -0.00140775215668121","chinese -0.00128531123855002","army -0.00100006559362853","vote -0.00099510348449694","leader -0.000797394279798302","american -0.000665483208380668","one -0.000632627915595152","voter -0.000614288481080028","reopen -0.000613904773100971","economy -0.000611790651544264","briefing -0.000562122971596413","time -0.000555061402322199","work -0.00052005748663575","come -0.000509352948102948","official -0.000466517900815977","tweet -0.000448146052813403","people -0.000436587206733452","small -0.000433549602468553","biden -0.000413271700762219","political -0.000411442052458355","democratic -0.000410253448652975","el -0.000390250377356072","senate -0.000384763697793722","department -0.000379093643168793","western -0.000362501821342121","new -0.000354372235274236","full -0.000350454689224122","comment -0.000350339996631921"
"15","intelligence -0.00417418991605822","china -0.00403890768385995","fund -0.00232923174714661","organization -0.00199262479137963","go -0.00197390314858281","chinese -0.00161471431916138","administration -0.00150363883678883","business -0.00147125858179165","virus -0.00145998002135173","originate -0.00141581418091641","wuhan -0.00136413070379782","also -0.00133244080274719","vote -0.00128772105581665","unite -0.00120827131766521","five -0.00118801420098569","program -0.0010446974238626","eye -0.0010115364421186","read -0.000914041974508395","market -0.000855230900928206","evidence -0.000784490113486469","reopen -0.000776007400001499","economy -0.000728297660346766","get -0.000633422928571381","covid -0.000633396116432761","court -0.000626317638601992","laboratory -0.00060477473303866","month -0.00060477473303866","small -0.000601970158168652","report -0.000600408152356402","pompeo -0.000583575525348157"
"16","white -0.0158765258689569","test -0.0144421051127976","house -0.00832476965117268","positive -0.00584901844966823","dr -0.00475907973306466","disease -0.00212973558925733","fauci -0.00136019945287991","hahn -0.00128735643680633","economy -0.00127942991032848","person -0.00126080534545681","redfield -0.00114004237506926","brief -0.00113359284232839","government -0.00111836436663582","selfquarantine -0.00109628519318294","friday -0.0009748187441041","business -0.000973030247759854","intelligence -0.000963682261519994","quarantine -0.000834166178713014","staff -0.00076575783584576","organization -0.000763676877601482","need -0.000734653312007838","get -0.000720382806173481","leader -0.000686973174599981","world -0.000622582977977681","fund -0.000604891526277629","contact -0.00054728638283108","election -0.000546837222376473","wear -0.000515055480693083","stephen -0.000508264562678162","memo -0.000478831187426421"
"17","health -0.0105916610891172","world -0.0068990159334098","organization -0.00362062372025274","cdc -0.0029361379558267","assembly -0.00282203790706403","resolution -0.00270917416128447","force -0.00153422507424683","investigation -0.00142210517151997","xi -0.0013046044833015","independent -0.00119054088487358","intelligence -0.00116332015051168","taiwan -0.00114148518000412","letter -0.000972337763972098","tedros -0.000972337763972098","inquiry -0.000972337763972098","call -0.00095498791064752","meet -0.00092434590223256","pandemic -0.00084111113598806","brief -0.00076918817611682","global -0.000642850636372372","task -0.000570631902543695","zhong -0.000546531289006613","republican -0.000534946503597533","annual -0.000511061463915108","monday -0.000498234255180474","support -0.000452289114464932","business -0.000439988229512189","adhanom -0.000431740144402282","wha -0.000431740144402282","fight -0.000417366630704574"
"18","convention -0.00250999860607848","house -0.00227617471473907","will -0.00199275460094583","north -0.00188375651651862","white -0.00179885172604932","carolina -0.00154159860221814","mask -0.00148213000829645","government -0.00126435771330236","sunday -0.00122204807943238","intelligence -0.00121609549629076","observe -0.000866145218043068","positive -0.000785369662318347","announcement -0.000732177311676074","crowd -0.000732177311676074","security -0.000724822045799267","report -0.000674434259546497","australian -0.000647533959482804","memorial -0.000647533959482804","official -0.000630546345750771","monday -0.000625354243642962","brazil -0.000563314102827173","murray -0.000563314102827173","test -0.000536327022442329","fine -0.00052634556117348","gov -0.000490310583239006","american -0.000477267803532522","wear -0.000456900864353238","long -0.000455209068457862","birx -0.000455209068457862","press -0.000448723528855499"
"19","redfield -0.00951907277685216","china -0.00912879094852581","hong -0.00625330658061374","test -0.00444534269214891","kong -0.00431669230431564","white -0.0022568287767446","virus -0.00215073584367476","state -0.00213381740473462","also -0.00205869807908288","thursday -0.00198350626231869","one -0.00192036716280741","secretary -0.00181948923669073","queen -0.00177523203057217","summit -0.00177523203057217","ride -0.00140164179247493","pangolins -0.00140164179247493","college -0.00107245026191394","pony -0.00107245026191394","robert -0.00103325921587449","appropriation -0.000961814701840868","mike -0.000858399129822329","intelligence -0.000819763195782364","photograph -0.000787489128425967","available -0.000751176257480002","agreement -0.000751176257480002","organizer -0.000739774863798393","opposition -0.000739774863798393","claim -0.000729391454317052","donald -0.000686386622703261","wuhan -0.000674153128012889"
"20","house -0.0053116482965998","test -0.00496299685303991","us -0.0034694094474581","white -0.00281387585608506","north -0.00256992729678573","china -0.00234622463770207","new -0.00228283022557341","campaign -0.00179389629810744","director -0.00176543028812504","carolina -0.00176200428948159","since -0.00135866603375223","people -0.00116368771590947","global -0.00107836672472095","administration -0.00103158344440812","ebola -0.00101948197546686","secretary -0.000992038321499744","rally -0.000980142591541888","like -0.000934035311237258","force -0.000836783329810964","threat -0.000793257798217151","monday -0.000771636152393063","closely -0.000764904618088758","live -0.000764904618088758","concern -0.000706182519027765","fear -0.000704933358933735","cooper -0.000704933358933735","brief -0.000688298093796225","much -0.000646377845848756","month -0.00063098344736956","report -0.000603303001264655"
"21","rally -0.0240411505103825","tulsa -0.0170809346081102","world -0.00833117937075756","campaign -0.00830533966347713","china -0.00681901851614852","oklahoma -0.00624832567243239","mask -0.00425727142286325","wear -0.00390231880324277","us -0.00372040277367058","organization -0.00304447694582577","chinese -0.00271962156162742","country -0.00223294144933228","saturday -0.00178466265063604","call -0.0017803770383007","pandemic -0.00167430293256188","event -0.00152372284247593","plan -0.00150104003036278","redfield -0.00124332710521879","response -0.00113707514593653","test -0.00103759746363463","risk -0.000877656197716625","attend -0.000791814073034303","tedros -0.000785443282391274","large -0.000730340602500323","social -0.000686919389948915","local -0.000605236396159947","agency -0.000576815929732466","xi -0.000576815929732466","dart -0.000569933723275184","global -0.000550980804266299"
"22","test -0.0134140332033084","tulsa -0.00666038488280629","penny -0.00386411324181157","oklahoma -0.00353794355223724","brief -0.00282181062293951","slow -0.00142982138492198","force -0.00126303613381218","concern -0.00104168467046073","house -0.00100395101129491","rise -0.000909253062881255","plan -0.0008195708904154","risk -0.000736084491034794","dr -0.000670760643276758","service -0.000668466565289738","white -0.000660006226005594","gather -0.000657791018199849","part -0.000650317488563812","task -0.000622629980056133","spread -0.000619413810343916","country -0.00061818212611231","director -0.000590254898616305","texas -0.000569481759551183","staffer -0.000569481759551183","wear -0.00056394616221711","virus -0.000561284890037039","stitt -0.000560388579302518","state -0.000533620141213387","quarantine -0.000533005485987115","distance -0.000517364740510451","first -0.000458841774451435"
"23","penny -0.00815851592216166","rally -0.00703672946256462","tulsa -0.00277166004596929","campaign -0.00192894913780761","oklahoma -0.00155055180667929","birx -0.00149372871047071","saturday -0.00128573243179508","american -0.0011406804604962","attend -0.000869749008428289","texas -0.000730647205802515","republican -0.000654728198811294","lead -0.000647054034119132","like -0.000628702356496369","wear -0.000588389656645538","risk -0.000555872494470644","cain -0.00055136483818341","covid -0.000551179692112269","mcenany -0.000495275939843665","event -0.000455538232739583","encourage -0.000453860656279281","disease -0.000424385396444849","despite -0.000423188424665377","bynum -0.000333421019437563","conference -0.000324476553611119","make -0.000316518361070828","surge -0.000308607559597496","step -0.000305813964070367","trip -0.000291694357332895","add -0.000287569738765536","reiner -0.000287407905185777"
"24","rally -0.0109996158588145","convention -0.00665915750242152","tulsa -0.0045581910553012","campaign -0.00407044786340094","mask -0.00386358111770735","wear -0.00270650963158303","republican -0.00218858000447164","oklahoma -0.00201135963790999","claim -0.00192878664848628","people -0.00187198315261894","school -0.0016325669015087","fauci -0.000990940654540751","hotspot -0.000970857328768338","harmless -0.000943130694273653","control -0.000575363727721379","like -0.00049016435446414","pandemic -0.000488819362215009","friday -0.000487807374931148","guideline -0.00042606726941985","hahn -0.000425047896822073","increase -0.000423094833928439","prevention -0.000378420942939273","show -0.000368142558686224","south -0.000368142558686224","adviser -0.000356361050081966","jacksonville -0.000355061487309016","unite -0.000341310993338895","way -0.000341310993338895","defend -0.000339174185043145","spread -0.00032949542465166"
"25","fauci -0.0661016928121999","rally -0.0101145115584926","wear -0.00544809906689203","mask -0.00531580656440711","tulsa -0.00373564716329766","event -0.00347154478762379","campaign -0.00333230198077816","test -0.00284121930488068","penny -0.0028351186401947","statement -0.00271386254459072","discredit -0.00222477010417066","infectious -0.00125148186064761","oklahoma -0.0012512885760313","guideline -0.00105949519499315","covid -0.000974180145328352","first -0.000961612449581484","scientist -0.000798376768385456","stanford -0.000798376768385456","top -0.000797285501285439","use -0.000731450777906817","people -0.00065574837116722","brief -0.00063037531370147","hold -0.000625807553789604","republican -0.000598858277033987","social -0.00057250442644885","day -0.000546745792488701","saturday -0.000523313471941567","accord -0.00052158217038345","spread -0.00052158217038345","vice -0.00049887799866799"
"26","penny -0.00552751136744378","case -0.00448516868261672","rally -0.00279982029317305","event -0.00274463739040487","good -0.00216400750651735","mask -0.00205056638993351","get -0.0016183940396588","briefing -0.00156409613415709","mike -0.00134915168480965","state -0.00115784458245838","campaign -0.00105613193357235","vice -0.00105613193357235","tulsa -0.00104398497080682","world -0.000987329785965052","governor -0.000947995887624287","rise -0.000740496832428938","republican -0.000711066707619668","wednesday -0.000697999873625288","tuesday -0.000641651125050213","wear -0.000616622146807022","infectious -0.000595122326015107","april -0.000585834647083838","attend -0.000582110184611517","saturday -0.000568280660508291","take -0.000563086983731642","time -0.000559593247536738","texas -0.000545489326915005","accord -0.000532175596842488","new -0.000514481255075139","disease -0.000501543178323405"
"27","president -0.0101422587000548","re -0.00216477616210897","call -0.00123093305271305","already -0.00115943130081531","penny -0.00108050116011327","rally -0.000986069690961822","birx -0.00097332945337969","tennessee -0.000938454999237726","public -0.000913705161621814","cnn -0.000872241174917132","suppress -0.000825142127660494","zone -0.000759915420951107","brief -0.00075796026857744","see -0.000690544867211096","happen -0.000665405289659526","thing -0.000664716318948266","official -0.000660459473913022","convention -0.000655869482334204","experience -0.000614887496514172","republican -0.000582588343427948","just -0.00055466852692565","concern -0.000522676140472189","school -0.000522676140472189","increase -0.000516241411267493","resurgence -0.000510192864804804","today -0.000485436786442195","florida -0.000485436786442195","will -0.00048235969333188","election -0.00047151524354283","kentucky -0.000467204210932826"
"28","trump -0.0142294546038526","white -0.00376216247068628","house -0.00353545209791162","will -0.00236835726433215","dr -0.00235367670364506","test -0.00180835732548601","birx -0.00172850995601226","pandemic -0.00148532902133292","can -0.00102603936985957","us -0.000994729484946721","tweet -0.000972170639690795","case -0.000889917309079391","brief -0.000869915332418203","response -0.000853089247633498","gupta -0.000817151509741154","tuesday -0.0007455632692972","thing -0.000729851441287122","convention -0.000699637154746746","governor -0.000699308932225917","penny -0.000644313534949204","press -0.000610587366853599","event -0.00058701646550785","official -0.000537580231348533","child -0.000521618807965529","tell -0.000495837686080414","republican -0.000491968805219622","deborah -0.000476400341352767","sanjay -0.000464505621750044","facebook -0.000440492807336934","place -0.000419138657903995"
"29","trump -0.0218787298219086","fauci -0.00459993063089059","white -0.0026089957487585","birx -0.00192431713516228","covid -0.00165732936723262","test -0.00158086037684935","president -0.00148051510162395","room -0.00125243729568614","giroir -0.00125243729568614","task -0.00123230227779247","country -0.00103425320542949","shut -0.000936246592995627","governor -0.000837883549049345","one -0.000823853710078759","europe -0.000820459650525351","jha -0.000716322472740893","service -0.000666088510181684","pull -0.000666088510181684","tweet -0.000665589779655362","unite -0.000665589779655362","nation -0.000592435121975265","will -0.000587530476999998","rapidly -0.000569508793232698","instagram -0.000569508793232698","time -0.000516724017994963","now -0.000494778925817951","system -0.000483161390681164","call -0.000459206970281234","wednesday -0.000428176663410329","day -0.000422308363217438"
"30","trump -0.0290798293628565","president -0.00872439156255411","people -0.00383812379293302","house -0.00205644708553809","white -0.00203051677145072","test -0.00155096386308962","giroir -0.00142875131175313","redfield -0.00139155610072883","see -0.000959932771715688","really -0.000947871852372995","university -0.000864706932947934","time -0.000846637062516975","result -0.00079736992098367","governor -0.000752515193379821","birx -0.000711813669901917","brief -0.000701926605550685","task -0.000679109828314983","flu -0.00064131449450866","evidence -0.000574238064950716","young -0.000574238064950716","deborah -0.000568374683722728","every -0.000523856825085489","kind -0.000489003719991055","lindell -0.000453620593526605","hospital -0.000449477206219462","datum -0.000423526948134856","area -0.000408410118626468","first -0.000399030739458128","member -0.000392261539087002","part -0.000378125540370644"
"31","test -0.021387968489652","guideline -0.00720889007563275","cdc -0.00526551778327622","trump -0.00456975608487364","birx -0.0026563919453908","president -0.00257103110640833","go -0.00236241798232995","state -0.00223678856729759","contact -0.00168032172720267","even -0.00162786452881492","update -0.00152426007507456","change -0.00140170508947068","center -0.00127925712595034","close -0.00126993970550027","asymptomatic -0.0012127213589751","prevention -0.00112319250548776","symptom -0.00108135880309179","control -0.000947927008674965","see -0.000920549503049428","anthony -0.000823031096942817","mask -0.000779849371111418","recommend -0.000747377518387715","watch -0.000738816202736525","response -0.000577943275358761","task -0.000490381842456977","around -0.000477739952549072","decrease -0.000475019591842152","happen -0.000470177042844244","back -0.000452397515618652","news -0.00044419779481919"
"32","immunity -0.0038052272182284","herd -0.0030402639618281","us -0.00295856674976347","nurse -0.00193752341005915","need -0.00166788109427563","health -0.00157387902173534","family -0.00150684866939421","condition -0.00135275023947745","public -0.00132692619191566","people -0.00107801953693432","infect -0.000891396323776106","atla -0.00084512922808333","surge -0.00081272821906464","distance -0.000790849310971287","cause -0.000775174539538459","allergy -0.000765179705176533","die -0.000735714730247805","plan -0.000706800823944143","country -0.000706475461815792","become -0.000701003791170329","strategy -0.000701003791170329","weekend -0.000698277647753653","delus -0.000698277647753653","jeanpierre -0.000698277647753653","change -0.000690004010137857","institute -0.000649802729461579","come -0.000643868186042451","march -0.000634452555602016","point -0.000566408175719513","sweden -0.000565475790436643"
"33","help -0.00273627091670958","country -0.0023269594880645","national -0.00175354075429313","institute -0.00170371601553199","screen -0.00140333285291872","day -0.00112987690031829","case -0.00110830499297798","even -0.00109130792891232","labor -0.00108920954272029","guideline -0.000890289336017647","giroir -0.000871301455268814","lot -0.000836966985049536","change -0.000819725371442037","flu -0.000700921377842056","health -0.000690269833509505","force -0.000671010582772968","research -0.000581562138000202","control -0.000499108688052141","see -0.000492836066134927","stockpile -0.00042715930295123","response -0.000421641343414603","week -0.000421641343414603","symptom -0.000406626068911509","use -0.000399024725467156","coronavirus -0.000398191327749098","sure -0.000391005594394533","center -0.000388325354412355","winter -0.000387843082820361","gottlieb -0.000366509125250825","community -0.000353875438404483"
"34","redfield -0.00241123404328958","giroir -0.00154901793405859","country -0.00148373502788834","ask -0.00139208302416749","frieden -0.00131798664804894","report -0.00105421151754537","thing -0.00102047805844541","want -0.000917574713662717","new -0.000868129169266152","vaccine -0.000861027299616235","force -0.000855032170876124","birx -0.000854747594104199","guideline -0.000815854567702723","swaminathan -0.000779178574680461","one -0.000686372962269144","anthony -0.000683701994337538","enough -0.000635076560372316","day -0.000619751095695453","quarter -0.00058658294504399","wednesday -0.000574291326572274","put -0.000541218300404323","plan -0.000516780238797754","start -0.000500653868516387","schaffner -0.000498442507289809","late -0.000496264683159553","make -0.000483159160272195","prevention -0.000477292351387715","case -0.000471103930522188","vaccination -0.0004612992793116","protect -0.000458084558274008"
"35","test -0.0246120370984497","fauci -0.00257180888603092","guidance -0.00185384377821285","giroir -0.00154874004378502","task -0.00136355070378802","watch -0.00133129301016599","post -0.0012199297790918","droplet -0.00120854557369043","winter -0.0011432110050601","force -0.00101981272454266","redfield -0.00094396326585755","fall -0.000892121829716097","wednesday -0.000885082759538358","immunity -0.00085986008749972","case -0.000846636944008994","aerosol -0.00074550535856166","infection -0.000676977887785202","white -0.000676977887785202","add -0.000642020786212338","particle -0.000615984551790794","transmission -0.000573171699425168","cdc -0.000561615892011647","problem -0.000556816233057478","birx -0.000506543985251851","message -0.000494461034118543","indoor -0.000486119114304628","sanjay -0.000451151361343882","house -0.000445680286813466","nobody -0.000420035251076478","take -0.000410665773258323"
"36","test -0.00565200134094623","people -0.00546994253253374","house -0.00367346805392232","white -0.00314048787921495","covid -0.00177692754532077","one -0.00176494161625529","member -0.00145668002395127","vaccine -0.0013268960770153","month -0.00124549483699976","come -0.00108502916628561","cruise -0.000805128978603409","daily -0.000805128978603409","kid -0.000805128978603409","trump -0.000753069252258043","think -0.0007265872524993","infection -0.000680179802624914","quickly -0.00066534184949707","ship -0.000591304156205563","troye -0.000591304156205563","issue -0.000569542199980733","story -0.000569542199980733","mislead -0.000550526809525387","mean -0.000468412534764262","datum -0.000435687100968085","act -0.000434670739694054","child -0.000434670739694054","position -0.000410499195371505","response -0.000393500952881598","birx -0.000393500952881598","administration -0.000390492748779558"
"37","white -0.0076093756957013","get -0.00636118586862577","hospital -0.00474871656557496","trump -0.00415980457442022","lead -0.00284004948666228","people -0.00237694836770586","gen -0.00152438720331971","one -0.00146352092433211","just -0.00139251556517794","infect -0.00132254171518364","can -0.00128398853019218","include -0.00115836472316178","house -0.00115740601187708","ignore -0.00111915093463777","bright -0.00111915093463777","foege -0.00111915093463777","oust -0.00111915093463777","way -0.00107947939867525","positive -0.000933951264678101","full -0.0009289480755027","giroir -0.000831879215057452","role -0.000816899139083671","truth -0.000776714644545429","nih -0.000776714644545429","see -0.000775756617433565","time -0.000741896874048131","letter -0.000724329215339381","aide -0.00067322660058966","watch -0.000593894186984523","start -0.000577432265779554"
"38","trump -0.0399609137641919","president -0.00976534579130206","test -0.00613815107916127","get -0.00312805181881637","health -0.00289331399409276","event -0.00251961858670935","saturday -0.00210671564610065","day -0.00193891584993211","conley -0.00182576596171447","negative -0.00155734408686348","redfield -0.00142753953024621","first -0.00141552552398461","positive -0.00141552552398461","official -0.0012589349736869","campaign -0.00109145645235298","evidence -0.000827004827363309","interview -0.000827004827363309","rally -0.00081729773448258","schedule -0.000769738808340303","ad -0.000769738808340303","isolation -0.000762431018442089","long -0.000745897775516036","flu -0.000696147256200041","physician -0.000655720612529165","debate -0.000655720612529165","guidance -0.000599359134735078","pcr -0.000599321925750185","week -0.00058650227886281","tuesday -0.000557023207316876","immune -0.000533232100843883"
