"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"17","school -0.00910852739793611","student -0.00773889375563008","cyclone -0.00702480238278591","bangladesh -0.00268096603150791","amphan -0.00207049265562853","storm -0.00207049265562853","hospital -0.00152055626135239","india -0.00130968248957741","nurse -0.00128339629407148","raise -0.00128339629407148","trump -0.00123755045985063","education -0.00104786328444628","city -0.00100975652677793","street -0.000933059062473873","keep -0.00079936219375154","tell -0.000765816137433317","fall -0.000760348520041365","super -0.000760348520041365","bengal -0.000702710247170169","already -0.000684746253440061","two -0.000655227053823593","moment -0.000638692769884264","disaster -0.000632836917331736","think -0.00060160350895555","include -0.00059648717709393","change -0.000577741464537929","park -0.000544526985350458","landfall -0.000516093297856624","lockdown -0.000488859501137973","wash -0.000471232177647107"
"18","victim -0.00415119254559682","death -0.00357472076012044","know -0.00348120886727565","home -0.00328437897219924","american -0.00318750826276482","page -0.00242333279621765","henson -0.00225735923997439","quammen -0.00225735923997439","die -0.00157387021956712","kid -0.0015694374898112","get -0.00153287548711623","spillover -0.00126731703729088","call -0.00117301838418526","city -0.00113427500476571","mask -0.00106229749945641","worker -0.000981467293638905","wave -0.000980025435942777","park -0.000962992518232952","happen -0.000939070044170154","david -0.000879415535778083","grow -0.000879415535778083","actress -0.000879415535778083","mental -0.000879415535778083","parent -0.000834536975032329","street -0.000834536975032329","author -0.000797937179624175","front -0.00077698851400354","begin -0.000773772422775099","million -0.000773772422775099","cooper -0.000729089744510136"
"19","black -0.0155285361573225","protest -0.00580134181467751","de -0.00345267583372733","cnns -0.00338279431043997","affect -0.00282214635308853","watch -0.00259010056330322","first -0.00246835545981972","week -0.00224857782747234","home -0.00199109584550394","report -0.00182724597229167","rate -0.00168291474633864","family -0.00162233295373648","student -0.00162233295373648","often -0.00152480024742152","radio -0.00143248237167759","risk -0.00143181473004028","government -0.0013694828246712","country -0.00126204794088403","minority -0.00119253949221632","nsw -0.00119253949221632","air -0.00117909554118911","town -0.00111241957333308","datum -0.00107220318650747","disparity -0.00107220318650747","tell -0.00105222159986795","year -0.000947272890644224","work -0.000843565912452604","virus -0.000841629173017777","distance -0.000841629173017777","delay -0.000839929718088439"
"20","city -0.0294112801314595","blasio -0.00470163645664168","hall -0.0040122393835933","town -0.00379734607389481","test -0.0032192356440216","school -0.00282824073183208","cnns -0.00273001335715906","de -0.00254742961111643","live -0.00243957452239674","first -0.00226138092753569","stay -0.00209905253297538","mayor -0.00207366662565978","watch -0.00205269114161977","wear -0.00184010272177593","world -0.00181338679052889","threshold -0.00153127137034426","york -0.00144319515133728","global -0.00131530611193531","sleep -0.00130141960005459","admit -0.00111700373075274","nyc -0.00102387265249559","cyclone -0.000911237127947384","make -0.000910350575559771","look -0.000897395937276002","child -0.000830125411532379","impact -0.000830125411532379","survey -0.000808585822566821","family -0.000752814483106379","singapore -0.000752814483106379","cooper -0.000752814483106379"
"21","mask -0.00759685035730584","pandemic -0.00533497831819518","life -0.00456637484731082","first -0.00245441865175589","community -0.00217301423233429","friend -0.0016561018298451","mayor -0.00139700424114053","street -0.00127622669912664","die -0.00126437410602842","together -0.00125350956361225","many -0.0011336548350217","cyclone -0.00102488698224656","bar -0.000937140947011805","sesame -0.000869868277460384","gottlieb -0.000869868277460384","watch -0.000837696647370767","hospital -0.000822993287077467","africa -0.000764848144888308","houston -0.000764848144888308","near -0.000764057195446144","now -0.000760736214946545","black -0.000754894226480451","us -0.000746629957258493","order -0.00071831135983591","camp -0.00061008806037588","parent -0.000599711417929694","save -0.00056921711857616","summer -0.000567496379409449","song -0.000556389173334115","million -0.000541598936519172"
"22","mask -0.00851176813960797","pandemic -0.00588167088443692","city -0.00315584862028429","covid -0.00312265880301099","state -0.00195722989478286","life -0.00168049600476061","black -0.00132965429121168","read -0.00124474933678576","death -0.00114445097531368","gate -0.00105970078716766","die -0.000869979012258271","worker -0.000849154329188528","work -0.000836952449690287","de -0.00080553361626623","family -0.000793668581043683","world -0.000742368218562217","day -0.000722962275289341","group -0.000720833732820059","monday -0.000720833732820059","really -0.000709927191963056","enough -0.000687427555710496","include -0.000651471345657684","full -0.000625501132534678","town -0.000560244186076475","victim -0.000557310692538282","blasio -0.000537030986473508","hospital -0.000529830359329297","way -0.000496363136682221","law -0.000483078110213087","risk -0.000470795990225925"
"23","city -0.00531619238459535","new -0.00408589965249861","mask -0.00375898888684234","de -0.00241323775348767","covid -0.00207611220921033","blasio -0.00177508183482356","test -0.00175852259491871","positive -0.00122003995882602","kemp -0.00113727147467879","report -0.00108878118865918","adams -0.00102050529645803","york -0.000875975453018762","health -0.000874628016304335","message -0.000850817055674136","way -0.000759392660691693","stay -0.000684238516768687","open -0.00067516405949819","risk -0.000639686355495495","protest -0.000616572524395287","bill -0.000578434200597888","department -0.00057663170223754","black -0.00057663170223754","life -0.000559927706927921","mandate -0.000548806309833338","worker -0.00052575385259912","group -0.000484217646083418","beach -0.000480124505408575","possible -0.000431929645713813","put -0.000431929645713813","hall -0.00035717329169116"
"24","reopen -0.00420510115830763","school -0.00360313413303714","new -0.00266369594706328","open -0.0023365388965032","city -0.00157139418388463","covid -0.00148842537131577","test -0.00092044675064562","de -0.000911041197094065","order -0.000801187550470872","york -0.000785860390450588","blasio -0.000777534172874184","safely -0.000714734532372585","economy -0.000664217846297777","many -0.000648841688585367","also -0.000575898050743096","gallego -0.000496196347591127","federal -0.000471086890107886","health -0.000455766370539346","arizona -0.000428897069346679","suarez -0.000399921846769846","different -0.000361685065714989","report -0.000350397998251095","mean -0.000337164735617401","mix -0.000332401892746192","student -0.000324087410131124","leader -0.000303886502143635","become -0.000301184780539643","nirenberg -0.000300072058916245","department -0.000294218589697137","positive -0.00027435154583888"
"25","distance -0.00352288932549472","new -0.00183506195055572","social -0.00175556646962538","open -0.00147852171107066","get -0.00115800227913343","stay -0.00103349159753818","covid -0.00102915003580362","miami -0.000897509718499556","home -0.000831706122109144","transmission -0.000690852055378444","also -0.000665692060096812","anthony -0.000645316736651247","shop -0.000645316736651247","numb -0.000642071483170636","community -0.000597188703385099","mayor -0.000579712335097571","mean -0.000541202768020943","gelber -0.000479486574034405","like -0.000457022002651519","care -0.000441395130671873","month -0.000416340060663711","test -0.000381515917196706","add -0.000377015024479843","health -0.000370592653568758","expert -0.000369957673439059","american -0.000356337500090342","help -0.000346728179950184","wednesday -0.000343590430747054","two -0.000333157530962636","message -0.000333082775231475"
"26","school -0.00422314828649129","open -0.00249986914306732","go -0.0024820137760676","state -0.00240024144938866","distance -0.00168816345072997","can -0.00116237154504628","like -0.00101118611846907","make -0.000988672771914501","really -0.000887818124262307","mandate -0.00076715058959953","kelly -0.000749402981405245","layer -0.000749402981405245","reopen -0.000649310693628058","police -0.000595906215280273","start -0.000556879535143384","may -0.000553813272208825","hard -0.000523593517600895","short -0.000490081847725143","safe -0.000482366487625896","stay -0.000482366487625896","canadian -0.000453120754323244","different -0.000423958807851288","continue -0.000400299151466554","time -0.000400299151466554","still -0.000389119742311927","part -0.000374935005923005","customer -0.000363462876940446","help -0.000339466695429835","canada -0.000332838897064147","ticket -0.000332838897064147"
"27","test -0.00479725837191058","school -0.00468445257255645","gohmert -0.00356402826919344","state -0.00298884236104358","member -0.00265621117179071","house -0.00264566550682221","go -0.00228231212220109","rep -0.00215072092694979","reopen -0.00176477454045476","cnn -0.00165303290016028","covid -0.00158692091828427","gathering -0.00157854681212177","positive -0.00145592844483899","hate -0.00126846264982028","sheriff -0.00109528965800365","want -0.00107784189612115","open -0.00104232694948603","stop -0.00103260898684476","tell -0.00102550771279564","mayor -0.000957860094960572","barr -0.000886862073434802","tweet -0.000705117057111959","republican -0.000700502674405024","kudlow -0.000700502674405024","asian -0.000658935589634146","gate -0.000618298410506868","now -0.000590258955167955","party -0.000578591014136154","new -0.000577925525576894","johnson -0.000538247381619339"
"28","go -0.00350590087515279","rio -0.00338886853424325","say -0.0033075470328211","de -0.00326987603542295","death -0.00305289895281668","janeiro -0.00259069471156537","school -0.00216945944031188","think -0.0015919795417465","reopen -0.00133582595096893","trump -0.00132377766860281","friday -0.00117206931833824","nearly -0.00112765714718832","now -0.00112268348811195","need -0.00106853362699666","want -0.00106853362699666","email -0.00106756399832419","murray -0.00106756399832419","ballot -0.00106756399832419","use -0.000875577525176863","ihme -0.000872176450295914","office -0.000847969609392374","nagy -0.000843148900848245","husband -0.000784173288737811","late -0.000764123170600706","get -0.000723691040951602","know -0.000658623357556176","forecast -0.000645293936981983","help -0.000641281561508555","sheriff -0.000638689296646455","allow -0.000572911561209977"
"29","election -0.0105056335253654","absentee -0.00421594598069763","face -0.00385571285100605","ballot -0.00343708074304994","come -0.00339639359137811","die -0.00233785779503737","company -0.00232591290402107","mandate -0.00219973169390453","full -0.00214511531773776","get -0.00202666497214821","voter -0.00198063224363321","vote -0.00185484815407222","statement -0.0018137824725073","state -0.00166652301738401","month -0.00154625200220504","new -0.00152903015937289","must -0.00135701180068448","gather -0.00126238546544954","begin -0.00123608533003017","think -0.00100706321001975","box -0.000998891153399684","duke -0.000998891153399684","warren -0.000998891153399684","georgia -0.000924156716378688","now -0.00078624456914822","biden -0.000779926349753324","family -0.000731254855983576","store -0.000710429547289171","drive -0.000638849001048936","order -0.000636675391562314"
"30","order -0.0119251498693952","election -0.00872453060791423","official -0.00588455264845789","vote -0.00571821870383205","statement -0.00363735518515751","mandate -0.00237737351976308","release -0.00202540932237993","cdc -0.00179320539305539","georgia -0.00167400356004233","poll -0.00161490495372585","case -0.00157724817429417","safety -0.00139715702200549","agency -0.00124213691689701","emergency -0.00124213691689701","mail -0.0012329871217992","get -0.00120375027923825","distance -0.00113375533736093","see -0.00106868735767562","risk -0.00105025316028651","accord -0.00101575877366245","event -0.000995532268601385","know -0.0009546063675131","virus -0.000943922533987895","around -0.000913279889302121","plan -0.000888571406925998","herbert -0.000866763731800613","member -0.000856682727170988","location -0.000790500044335896","issue -0.00073961325138916","place -0.00073961325138916"
"31","mask -0.0100006149413788","hand -0.00843552146726889","wear -0.00799472492514397","contact -0.00448684297623547","tweet -0.00280723450159015","berlin -0.00275556287671364","german -0.00230172389262673","bar -0.00204110615714048","sanitizer -0.00193885480362377","indoor -0.0018959637749546","facebook -0.00170810514291853","member -0.00165638366857268","will -0.00156049843677408","us -0.001407741565286","germany -0.00136308210158731","participant -0.00136308210158731","fan -0.00108867370422094","merkel -0.00108867370422094","tracker -0.00108867370422094","mandate -0.00107355398583098","capacity -0.000986103630248869","harris -0.000986103630248869","mail -0.000930305441250501","stop -0.000797365623607327","texas -0.000797365623607327","regulation -0.000755497732969346","winter -0.000755497732969346","concert -0.000755497732969346","court -0.000755497732969346","autumn -0.000755497732969346"
"32","reopen -0.0167994428594771","mask -0.013523538861301","wear -0.0120824207261951","theater -0.00449995169892192","take -0.00397886894109845","york -0.00234887768112657","hair -0.00200762135157162","salon -0.00200762135157162","outdoor -0.00199633497824514","capacity -0.0016995800043359","maryland -0.00153549366626016","indoor -0.00150311676270021","canada -0.0013844381726128","movie -0.00133680455164786","face -0.00133602871083338","tell -0.00131680956175251","office -0.00128998383512435","virus -0.00119595201125011","san -0.00112710665028048","hogan -0.00112710665028048","orchestra -0.00112710665028048","philharmonic -0.00112710665028048","must -0.00110550522168817","statement -0.00102359469397162","mail -0.00101863921359469","weekend -0.000952471555266343","follow -0.000855633385873023","california -0.000782119887206778","door -0.000782119887206778","homeless -0.000782119887206778"
"33","weekend -0.0162037577796119","beach -0.00729035278303392","election -0.00617060725939989","dine -0.00573979292129356","order -0.00443093844516496","vote -0.00319608323199316","president -0.00317123777276307","also -0.00302145914826468","statement -0.00302145914826468","many -0.00294963467382714","ballot -0.00292466592223917","mason -0.00289951627781626","labor -0.00249246556458149","trump -0.00210518061768783","seat -0.00200956660606399","lot -0.00144342857520408","reporter -0.00144342857520408","state -0.00133658778262813","question -0.00128404355644285","release -0.00125829745626971","coronavirus -0.0011623705720244","absentee -0.0010484865733521","voter -0.000988816707775841","stand -0.000982434288913536","open -0.000962965201392385","issue -0.000950800861235335","party -0.000864019200831567","show -0.000858984406620911","box -0.00085791984055783","holiday -0.000840819191178399"
"34","election -0.00370639610739898","face -0.00281192791908291","order -0.0026637927262303","vote -0.00264808499659042","sisolak -0.00262469934312271","pandemic -0.00256891465071329","rally -0.00241356213024879","statement -0.00233537008933538","college -0.00220727552250866","gelber -0.00220727552250866","make -0.00196587396150594","gimenez -0.00192565457160065","hand -0.00190358818167013","nearly -0.00174519505400406","include -0.00169465972298277","ballot -0.00139713635040051","voter -0.00139713635040051","restaurant -0.00128283999485779","gov -0.00128283999485779","many -0.00121185049676487","respond -0.00118581990484901","space -0.00107122967289819","risk -0.00106897907888071","governor -0.000975636865225615","coronavirus -0.000971078535534686","party -0.000969401945769","berlin -0.000969401945769","host -0.000900626540158433","country -0.00087471913515258","issue -0.00087471913515258"
"35","people -0.00808190883270099","weekend -0.00620005749234309","year -0.00547166702513135","reopen -0.00341459932212851","release -0.00327538425698648","turn -0.00308542960618841","costume -0.00308542960618841","social -0.00284981582632127","state -0.00229204906478819","countdown -0.00226301903536485","pandemic -0.00220750499723055","place -0.00215787998402928","hand -0.00202868143558999","virtually -0.00183803339700495","also -0.00160150058749731","bar -0.00160150058749731","beach -0.00160150058749731","ardern -0.00156929988123777","trump -0.00135053504642435","labor -0.00134499495157392","part -0.00116792491981055","berlin -0.00111103061990492","many -0.00111044241815605","de -0.00100318177100267","opus -0.00100318177100267","oct -0.00100318177100267","test -0.00100248094474809","area -0.000887555327995004","level -0.000860841218301989","audience -0.000860841218301989"
"36","school -0.0159274952801211","ka -0.0125339875376567","teacher -0.00591520718224847","cusimano -0.00591520718224847","mauri -0.00591520718224847","weekend -0.00395748342993607","bannister -0.00355852036514659","tell -0.00306983943705141","reopen -0.0026305379149415","gun -0.00260856004581989","president -0.00258384332626593","cnn -0.00220369440830448","new -0.00218767861086155","poll -0.00207934946605992","trump -0.00203690320093364","many -0.00188815030468503","harrison -0.00180807066309763","can -0.0017936357201469","officer -0.0017058848178968","september -0.00126385506623061","labor -0.00122984639947232","campus -0.00115537633849028","worker -0.00115537633849028","go -0.00109002380559431","beach -0.00108628784947096","virtual -0.00102184690342277","san -0.00100621112484578","state -0.000981807161307691","assessment -0.000884015723644938","suarez -0.000884015723644938"
"37","jenkins -0.0159449542210227","court -0.0100601509033311","dame -0.00765719051999436","jury -0.00765719051999436","weekend -0.00407086901445786","president -0.00349193353035426","indoor -0.00321222964762458","georgia -0.0030207897459742","school -0.00262784066474575","town -0.00246856511314641","airplane -0.00246856511314641","trial -0.00246856511314641","day -0.00234276005165934","follow -0.00233131251788232","mayor -0.00231718475407394","chief -0.00221566188452438","safety -0.00221566188452438","family -0.00162720287920748","ka -0.00162720287920748","beach -0.00150398104315452","trump -0.00138566234177051","permit -0.00138484500913527","ceremony -0.00138484500913527","justice -0.00138484500913527","resume -0.00125208031029123","fee -0.00119610767648315","supreme -0.00119610767648315","city -0.00109782339903941","many -0.00106004113357128","official -0.00106004113357128"
"38","department -0.00641108209780161","first -0.00434692305951068","ka -0.0027671453371777","go -0.00255713731239671","fan -0.00251639721145913","order -0.00197758893950717","tour -0.00184591034555648","financial -0.00184591034555648","immunity -0.00184591034555648","lincoln -0.00184591034555648","takayama -0.00184591034555648","mayor -0.00180115685735782","cnn -0.00165073990886089","zealand -0.00158092622405626","take -0.00152989570975426","just -0.00148599054033893","numb -0.00132409015027057","teacher -0.00132182771130684","cusimano -0.00132182771130684","mauri -0.00132182771130684","claim -0.0012802003687038","enter -0.0012802003687038","win -0.0012802003687038","field -0.0012802003687038","die -0.00117864574881665","allow -0.00111454465713579","death -0.00107539332469542","violate -0.00107539332469542","rule -0.00106718799430361","free -0.00106025274946464"
