"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"11","will -0.00773568650487477","new -0.00236908434837935","york -0.00213726786177137","social -0.00172962799275844","extend -0.0015092767074798","press -0.00118791374698046","easter -0.00114866341150788","city -0.00113440905224849","statement -0.00110710308599893","conference -0.00103346673072813","close -0.000998762112896068","distance -0.000968514161523548","de -0.000782603453725383","coronavirus -0.000762224776282627","hutchinson -0.000683061506334792","sign -0.000662674363067994","state -0.00062576569933448","blasio -0.000621913765007087","march -0.000529706140874553","student -0.000511640851987405","use -0.000490293833211197","cancel -0.000479720476414758","restaurant -0.000477393667962844","effect -0.000467636128738902","accord -0.000442548590766645","employee -0.000413939682620823","lujan -0.0004039863212425","monday -0.000387876117609487","year -0.000381713725536748","beach -0.000381119421560938"
"12","reopen -0.0102329031168046","order -0.00919874360474504","close -0.00663744139388145","cuomo -0.00478920737770083","stay -0.00323906220146108","home -0.00234232109625399","plan -0.00204957075766288","accord -0.00109284706693524","restaurant -0.000967783566430791","economy -0.000909663414572215","release -0.000890220595526903","city -0.000848217571565169","beach -0.000802104534097681","park -0.000800695623028647","essential -0.000724550870983331","decision -0.000682818927119966","effect -0.000623275734692674","pm -0.000606329753240376","service -0.000542708161288097","normal -0.000469464920023976","wear -0.000456539926461996","phase -0.000442320978348731","food -0.000442142437936832","delivery -0.000442142437936832","spread -0.000439890769809881","coordinate -0.000433396400306818","store -0.000431171002324038","mask -0.000422719076016431","issue -0.000418275090581233","closure -0.00040741825544266"
"13","order -0.0164520756651443","reopen -0.00584791593052736","issue -0.0021551193929743","stay -0.00207891201739929","home -0.00163415345593698","county -0.000983160173769204","trump -0.000972548316321542","accord -0.000958569621292149","distance -0.000837072137302775","today -0.000773513819503302","meter -0.00076178466038157","back -0.000699790638406861","virginia -0.000638071746763891","park -0.000581842919179509","learn -0.000474241784896412","can -0.000432284640130121","phase -0.000417857036174141","get -0.000399715718953919","student -0.000399715718953919","essential -0.000386761373525446","liberate -0.000379727012271958","executive -0.000367968993522094","much -0.00036265435792282","jersey -0.000360735580528182","newsom -0.000360735580528182","raimondo -0.000329415143393463","begin -0.000305070999844559","lift -0.000285460006765992","salon -0.000284003998786031","department -0.000279305727085899"
"14","reopen -0.0169530616508957","order -0.00636521966474279","restriction -0.00321437077681352","restaurant -0.00273910935548105","salon -0.00220050287679285","allow -0.00191632049322554","governor -0.00137648917457345","nail -0.00135131552247614","issue -0.00127311654852291","phase -0.00122244435572727","shop -0.00119533841290231","gov -0.000903061450695186","begin -0.000835850073098832","wear -0.000765992587246744","business -0.000741047234567249","press -0.000710965619674431","face -0.000643025596385183","back -0.000569719517332645","beach -0.000561453755206442","stay -0.00052329409649976","conference -0.000478439113905993","church -0.000476071345293705","loosen -0.000425360323446089","ames -0.000373683495695998","jersey -0.000373185500204043","theater -0.000372097885310896","lift -0.000355380582360842","murphy -0.000319531138696316","mask -0.000317927594492673","full -0.000310482646660448"
"15","state -0.0164003048716234","order -0.00760805108999874","gov -0.00513472825527395","governor -0.00275402574101269","conference -0.00208435544206942","allow -0.00171726125906047","cuomo -0.00128178584309957","country -0.000799918966443158","return -0.000791184471120476","restriction -0.000688165509504235","start -0.000632893583681016","monday -0.000612250308905216","ease -0.000566905256588979","minister -0.000551489246872761","park -0.000525004566378273","year -0.000512419521561003","strict -0.000453104787460079","issue -0.000449623536924681","measure -0.000439616317477132","help -0.000426039885464524","press -0.000421197570821374","still -0.00041334618331812","three -0.000369118291780879","garcetti -0.000340253639531718","hairdresser -0.000325507887669163","angeles -0.000308603107384231","essential -0.000291326030690264","executive -0.000291326030690264","month -0.000284066396983196","area -0.000273841584029433"
"16","say -0.0105921691060711","state -0.0104590316901236","gov -0.00431879923501388","cuomo -0.00356636853668446","outdoor -0.00230827986360893","order -0.00227957924788791","coronavirus -0.00150385209564241","york -0.00137114551979334","transport -0.00131367955211181","governor -0.0012102742555874","part -0.0011295707970016","minister -0.00101512990627506","conference -0.000978066925665599","measure -0.000834290805197369","paris -0.000574799571944951","use -0.00054121815461039","mask -0.000450759008824408","official -0.000447382618666947","date -0.000438758177212395","step -0.000438758177212395","andrew -0.000430229558870399","back -0.000392077145335401","resume -0.000387845737938819","citizen -0.000376675479674904","relax -0.000354385262145596","normal -0.000349479263373031","travel -0.000334134636186922","resident -0.000327226363460054","museum -0.000326469778344385","sport -0.000324022895757281"
"17","say -0.00474304079845034","june -0.00181159328764136","business -0.00137171073880837","may -0.000990903887201577","cuomo -0.000940718059076584","report -0.000927396700882155","safe -0.000779312595505011","space -0.00074179640990657","county -0.000739393100715247","can -0.000722047103967838","plan -0.000631608662593597","work -0.000536928646945767","center -0.000507139600994355","approach -0.000503403975136041","train -0.000491171682499902","store -0.000471462194823635","april -0.000462904086516724","conference -0.000440031762571236","salon -0.000424841703172807","museum -0.000421789798128791","abuse -0.000399417441454886","gathering -0.000370467007451913","every -0.000370270902288916","health -0.000351336679510372","spray -0.000323981072990809","wear -0.000322803857867426","move -0.00029540024007535","today -0.000280019751836114","meet -0.000274170137053331","warn -0.00027247184141721"
"18","june -0.00505696732467265","may -0.00256242139491192","public -0.00108656222081904","wear -0.000659940740342591","school -0.000618708178241723","back -0.000593933015444525","bar -0.000585527686709608","business -0.000552183439903708","philippe -0.000551225093440966","many -0.000529004550183565","weekend -0.000516492514408107","require -0.000511155274316111","work -0.000498458486916875","return -0.000497778685416006","shop -0.000497778685416006","south -0.000471984790479385","remain -0.000453544236226455","turner -0.000446417227089713","level -0.000445726669127122","park -0.000383223379372244","customer -0.000368301635001678","stayhome -0.000368301635001678","blasio -0.000340930562011899","thursday -0.000340053188627731","must -0.000338347806064565","get -0.000332765838490401","memorial -0.000331132622807262","salon -0.000318558838151461","rule -0.000306179877782808","day -0.00030360561852627"
"19","june -0.00275320836810555","phase -0.00255176818366609","can -0.00222596994213742","capacity -0.00167554204022657","enter -0.00159696012976385","resume -0.00146074923136397","may -0.00123152743617583","minister -0.00122136578444065","close -0.00109216278868385","mask -0.00105019090941083","quarantine -0.00102965336755034","construction -0.000824025911216664","week -0.000807288514249271","safe -0.000799769326749522","health -0.000792711351466413","home -0.000791431309516089","outdoor -0.00076717955017358","strategy -0.000746497156478343","two -0.000742724253036564","mall -0.000633313487878095","covid -0.000623941240818104","shop -0.000565612462186227","return -0.000526007638817272","service -0.000499680656568247","add -0.0004752441423993","public -0.000412229948862697","infection -0.00039823669248984","event -0.000389356852342426","beach -0.000381149617794008","indoor -0.00036291537418176"
"20","may -0.00427588917084309","accord -0.00162204520031195","capacity -0.00150008770228038","government -0.00147237125564792","today -0.00132004784417095","home -0.0010804759613382","department -0.000942148269984733","indoor -0.000786205357810599","store -0.000738925802227897","july -0.000638640308078919","announce -0.000592326586341008","minister -0.000589548577412669","conference -0.00057346765143651","measure -0.000566517107941977","case -0.000517834467438805","follow -0.000505007800924107","rule -0.000476388007001227","stage -0.00046040777270695","enter -0.000428848300107809","class -0.000403063102779377","california -0.00038649836126281","new -0.000386179084717941","ease -0.000365870416265679","like -0.000355659797925179","guidance -0.000350810594239803","movie -0.000350810594239803","country -0.000348362775077438","border -0.000340785249665521","confirm -0.000336691213620344","los -0.000328713062068942"
"21","cuomo -0.00485833651072787","york -0.00330775779272507","restriction -0.00295881259114861","distance -0.00244098429627815","country -0.00215686390392034","business -0.00180697901259264","andrew -0.00176931641064271","gov -0.00168174006325106","fall -0.00158263499746036","may -0.00129394795697813","social -0.00126552425868132","release -0.00109449008424434","measure -0.00102251133018494","ease -0.00102251133018494","region -0.0006547064000203","seat -0.000617378148961012","dine -0.000590161043134585","person -0.00058579648284518","violate -0.00051792074353274","justice -0.000488473357806218","face -0.000472794218686401","district -0.000425235257502821","hospitalization -0.000424927723987167","june -0.000408578059006626","minister -0.000398649510420457","college -0.000392933417355468","museum -0.0003754949879613","campus -0.000365279363719551","student -0.000359398091838936","high -0.000351903989461611"
"22","june -0.00595391049494043","require -0.00368973266777339","restriction -0.00359420822744916","july -0.00242555989118642","student -0.00222847025883288","hand -0.00213975021888213","disney -0.00152549471428842","campus -0.00148163789624722","sanitizer -0.00118723107779906","covid -0.00113289363828084","school -0.00109777729828531","jersey -0.00103906444989987","allow -0.000999197789883333","florida -0.000944481353182258","country -0.00085672318990182","ease -0.000842560356578925","case -0.000839543672692566","back -0.000808287057463386","shop -0.000784981262357487","begin -0.000747380522227448","semester -0.000728385433065415","plan -0.000710474442976561","fall -0.000693503208343604","open -0.000658370742299241","face -0.000582889312262469","disneyland -0.000492739126611186","lift -0.000462643887876979","college -0.000442044332477853","start -0.000411019479643615","care -0.000407484401263591"
"23","june -0.00362158482144603","gov -0.00243440583328625","order -0.00233009921997018","can -0.00226616828025816","statement -0.00182869331526347","july -0.00132362180265277","close -0.0011281390041743","country -0.00104115503438718","allow -0.000950506632095838","bar -0.000903252920458453","start -0.000866109339141441","pause -0.00078459108083806","mandate -0.000773240399980057","restriction -0.000763687261204571","pm -0.000735047258156762","extend -0.000677650161203025","business -0.000624475894830057","open -0.000600473935764012","enter -0.000592922583897648","governor -0.000481171066346597","pool -0.000480041145303423","florida -0.000464192121176432","ease -0.000441856153791886","dine -0.000410536677949547","begin -0.000382148084769662","limit -0.000370866092733957","indoor -0.000340654292701692","hand -0.000339260495101135","guideline -0.000329084021740478","able -0.000321245290481942"
"24","school -0.0325290885314371","student -0.011312978159932","phase -0.00250781759034091","july -0.00172631943883828","online -0.00161701567308525","business -0.001367291724509","guideline -0.00123117856136457","case -0.00121692753422098","face -0.00107519242001253","two -0.000999453663294236","june -0.000764783165187022","district -0.000676461439777731","capacity -0.000535787017005074","learn -0.000532403013112526","us -0.000494874712891114","international -0.000475282193605264","covering -0.000459491435441883","numb -0.000440940465458284","course -0.000410820823337654","county -0.000410642775007353","return -0.000407407437199026","report -0.000389945348032827","monument -0.000341164034954211","water -0.000339847093203782","safe -0.000334607724114866","university -0.00032084770533225","leave -0.000317711101840867","disneyland -0.000305864131994071","able -0.000304047322036261","california -0.000304047322036261"
"25","school -0.0142377642391339","phase -0.00546147354630877","business -0.00256494617243197","include -0.0022944763803826","announce -0.00223920115262877","district -0.00197208691060236","mayor -0.00191234763188575","federal -0.00157677387814681","face -0.00153425046419253","cuomo -0.00141990486945442","two -0.00121121455398521","campus -0.00119232044676565","capacity -0.00117349895075047","county -0.00113637437500513","lawsuit -0.00100179837456749","measure -0.000960003085557326","fine -0.000951926654201629","remain -0.000945342639512625","us -0.000917992662517908","park -0.000912409464213115","hong -0.000878659268857773","unite -0.000878659268857773","pandemic -0.000824638601128469","community -0.000821678313544183","july -0.000733635357668461","attorney -0.000722777738520586","general -0.000620653489695311","mask -0.000618481476012733","spread -0.000588823468387734","program -0.000587774637343608"
"26","school -0.0541126668431516","reopen -0.00732344453731626","phase -0.00356734487939792","gov -0.00296344523412129","child -0.00243524645722426","learn -0.00227799674339246","include -0.0019562441275639","require -0.00171215483263054","face -0.0014613805653847","cuomo -0.00137848670986584","july -0.00123885570414739","kid -0.00108150096444826","community -0.00105451657975697","york -0.00097406357576757","parent -0.000896683284674071","instruction -0.000794420612894031","park -0.000722049851702877","allow -0.000706831341734326","delay -0.000648207566209535","people -0.000647904294788781","florida -0.000630828782036685","berkeley -0.000549579414261148","hybrid -0.000549579414261148","education -0.000484600498139032","monday -0.000472699829127121","district -0.000466940157161644","teacher -0.00044622427055252","begin -0.000435345852583979","follow -0.000419072390990261","thing -0.000389972246787385"
"27","year -0.00228988136770936","city -0.00210540070659393","person -0.00179089015580747","need -0.00169507585980033","phase -0.00159461604064037","parent -0.00132844391908271","statement -0.00122950551100454","york -0.00112537020546011","aug -0.00110749887943895","district -0.00108957768943174","learn -0.000942375961544228","wednesday -0.000879949842023997","order -0.000833423921255405","gov -0.000833423921255405","de -0.000715737756201928","family -0.00070375795630695","face -0.000683190291777658","end -0.000633705183956224","employee -0.000610605662287544","violation -0.000610605662287544","letter -0.000548302739913242","option -0.000546100916630765","back -0.000506524034565636","wear -0.000505556093421178","want -0.000451482743963783","together -0.000447984618762942","devos -0.000447984618762942","activity -0.000443409661699312","teacher -0.000428031687929264","effect -0.000384359086420982"
"28","will -0.00197464072957554","order -0.00165349556857752","new -0.00143047555410514","people -0.00134494457846079","restaurant -0.00129333533428289","high -0.00124464927429657","teacher -0.00112916160370902","state -0.000781131486712661","positive -0.0006739951471737","allow -0.000620403693627813","continue -0.000591100006543166","also -0.000571196668749829","gym -0.000568704553804089","district -0.000527269483619142","coronavirus -0.000525310397078704","statement -0.000466093446314098","take -0.000441320141273294","remote -0.000438604421856614","cuomo -0.000432228512568744","model -0.000429356734643283","distance -0.000391474839869121","close -0.000379961338360935","bar -0.000350971718923176","official -0.000324401657773143","city -0.00030542738776862","measure -0.000302496054055745","outdoor -0.000296246488118435","today -0.000279354123790099","august -0.000279354123790099","make -0.000278143646565754"
"29","state -0.00597665458372054","student -0.00522820694581816","indoor -0.00147215260725131","order -0.00142790394233949","bar -0.00120051666658649","coronavirus -0.0011074406349415","restaurant -0.000889887372948817","day -0.000868836307102772","business -0.000711527594589145","high -0.000694254985868392","local -0.000651240312958268","community -0.000625446190321455","people -0.000582710852685353","health -0.000523809818272714","allow -0.000497811429253758","paulding -0.000472398794766793","gathering -0.000461418886096743","july -0.000461418886096743","outdoor -0.000461418886096743","county -0.000459529403049719","new -0.000444708329149668","now -0.000439051454190431","open -0.000431737425823586","measure -0.00041766879572358","georgia -0.000409423593571101","positive -0.000405977360710352","fall -0.000403902488002039","government -0.000400028350603709","staff -0.000379377064114284","governor -0.000370152381321764"
"30","university -0.0169100280939533","test -0.00688089858390017","campus -0.00678457844581692","positive -0.00428590432836351","cluster -0.00360796814267061","college -0.0026756196318658","carolina -0.00128107000395705","parent -0.00100127274396555","child -0.000954514287140884","quarantine -0.000896356681007071","plan -0.000866000082618834","north -0.00082176362254105","city -0.000745877001192774","order -0.000714332591391531","dame -0.000659351385150941","notre -0.000659351385150941","report -0.000556026684862987","universitys -0.000553938142223376","high -0.000546538448002454","bar -0.000512554029621359","distance -0.000452373663404448","residence -0.000431262124634624","allow -0.000375851827971063","identify -0.00037341385175782","back -0.000372263492285141","jenkins -0.000370701535119533","go -0.00035954994751497","staff -0.00032885518158321","restaurant -0.000319353000208134","gov -0.000309104794599446"
"31","university -0.0282474168151372","district -0.00989420855718681","case -0.0035271418291466","learn -0.00201183777463176","parent -0.00165029130413419","campus -0.00156794639829583","new -0.00116701464819191","plan -0.000894138049469695","open -0.000879114642681977","education -0.000715568610295314","universitys -0.000600378405254065","reduce -0.00054836798174529","close -0.000543761884711391","age -0.000534454583946631","teacher -0.000530497875200209","state -0.000476615422066673","among -0.000437642566312846","september -0.000435303635633488","statement -0.000432737225877","dashboard -0.000429768541301612","spanish -0.000409102148110407","pupil -0.000409102148110407","thursday -0.000405858944503068","year -0.000402929735523139","back -0.000396966646338259","family -0.000383745969567362","faculty -0.000383543855753676","york -0.000371825649531643","less -0.000353949944303267","cuomo -0.000327432362557945"
"32","university -0.00969195954565416","district -0.0054689654127712","college -0.00305966392032164","campus -0.00237322805474594","iowa -0.00233126091494051","public -0.00170995119193007","health -0.00150575042996215","report -0.00146533611303923","accord -0.00132217974406457","task -0.00109496328552694","can -0.000854365284598479","open -0.000806719593295924","president -0.00074671405634974","high -0.000743913112295824","year -0.000713450615506761","sept -0.000577066937381132","among -0.000564393742878422","isolation -0.000489476635706532","classroom -0.000409364835574966","missouri -0.000406841010987757","go -0.000382653905592112","safety -0.000358655790740237","georgia -0.000358655790740237","fall -0.000339139084835405","child -0.000339122329880204","little -0.00033168867837019","outbreak -0.000324926238990164","increase -0.000308098276727065","warn -0.000306842678630126","home -0.000275036444800425"
"33","learn -0.00268346352070503","report -0.00253271800399624","reopen -0.00161886703181824","bannister -0.00159389993855896","among -0.00138129957079058","teach -0.00133547449492655","faculty -0.00131656830606786","will -0.00125282638093172","test -0.00122120418474281","last -0.00116704751301455","education -0.00115561683489496","start -0.00103279344299578","die -0.00102390017396548","plan -0.000978941151829837","system -0.000904941604871645","county -0.000806158664221623","north -0.000626883459815208","cnn -0.000621748979226622","new -0.000558528877163456","letter -0.0005506328090783","sept -0.000550413052445964","service -0.000530673912294999","elementary -0.000530673912294999","spread -0.000481916262894067","complication -0.000473349192845696","song -0.000473349192845696","windsor -0.000473349192845696","datum -0.000445798396324637","wednesday -0.000357097254056304","decision -0.000346769190914475"
"34","health -0.00205899245931873","people -0.00168378079735287","campus -0.00148490657744293","department -0.00138569576861525","monday -0.00138130158572081","attend -0.00128400084541447","reopen -0.00121968742576994","country -0.00117967583541312","college -0.00115867899081967","order -0.0010262066786223","report -0.000985034474470403","sustain -0.000979721764926778","michigan -0.000882935067554214","since -0.000714424857689022","iowa -0.000655800289173114","less -0.000621444629944512","carolina -0.000619835879948183","pandemic -0.000603222092591449","ryan -0.000550700451650732","ingham -0.000550700451650732","remote -0.000530651297578122","north -0.000518044473692858","blasio -0.000514388485364448","vulnerable -0.000514169874057613","among -0.000510011233692875","live -0.000497461082971107","letter -0.000448847353791693","child -0.000428953063725035","classroom -0.000425398689565815","activity -0.000410646311411744"
"35","university -0.00909754839084698","public -0.00298726443368036","state -0.00209187863234006","official -0.00202954844974945","country -0.00165610044281228","among -0.00145078239174212","accord -0.00128231159750358","break -0.00108429496916795","ceremony -0.000933780818179741","take -0.00085493108366741","party -0.00079040037548006","aug -0.000745761978280357","several -0.000733438235358541","letter -0.000701196584180219","read -0.000680236264050449","sept -0.000680068482760698","monday -0.000637206499084386","college -0.000624838325142707","iowa -0.000616198035622739","venue -0.000597281918044645","loss -0.000597281918044645","pilgrimage -0.000597281918044645","award -0.000597281918044645","northam -0.000597281918044645","another -0.000509349889006416","virginia -0.000509349889006416","president -0.000499022120970305","schedule -0.000478674271884305","symptom -0.000467436638654117","open -0.000466451245207722"
"36","test -0.00728920597584359","york -0.00434773277467349","report -0.0037949543193414","city -0.00228913620066262","whether -0.00177672926916561","hick -0.00165544361917858","state -0.00163105739694003","education -0.00141924812675387","case -0.00135610206939341","sept -0.00120813909846096","citys -0.0010692920825206","add -0.000975914738803318","hall -0.000910321511240264","union -0.000892498021823895","staffer -0.000874391313303913","release -0.000833480217362625","negative -0.000809351538366476","live -0.000808129537898217","action -0.000746074401887564","tweet -0.000669211481306831","manchester -0.000669211481306831","monday -0.000653145327815907","community -0.000612680810441968","return -0.0006047104206367","work -0.000558014348689073","district -0.000513997966100299","fall -0.000513997966100299","last -0.000513997966100299","get -0.000504930552899574","council -0.000491510098319492"
"37","chief -0.00656280911664886","test -0.00640853589618962","university -0.00585324128704301","case -0.00563374722212795","close -0.00452556132042292","teacher -0.00299309648638935","negative -0.00266948401703548","area -0.00193811288359524","house -0.00180973624957592","thomas -0.00165697157336686","class -0.00145843274782775","inslee -0.00128314408963293","wednesday -0.0011301896072925","live -0.000955188372958382","trace -0.000912722635067253","district -0.000892461339077499","country -0.000831875213664568","cluster -0.000829673269927556","email -0.000829673269927556","move -0.000814873536257754","coronavirus -0.000760055380924718","washington -0.000720978155286933","takeout -0.000720978155286933","newsom -0.000720978155286933","interact -0.000720978155286933","notre -0.000720978155286933","conference -0.000663121646903631","go -0.000662947434041716","contact -0.00062552440038699","monday -0.000610910357942807"
"38","university -0.00908406157538488","test -0.00670416143458608","public -0.00321370933072929","friday -0.00295465138333428","event -0.00269592660441886","learn -0.0024533615811867","sale -0.0016277068966204","retail -0.0016277068966204","report -0.00150780462713351","live -0.00135806867843813","service -0.00130554716558995","fine -0.00119492530359311","spread -0.00105908570226876","accord -0.00102398685341987","zone -0.000980925815059042","negative -0.000952825794557466","week -0.000902286818612374","guest -0.000829257199594369","gather -0.000738977724150436","lee -0.000738977724150436","teacher -0.000728691599462428","contact -0.000711087928988108","campus -0.000627744271563202","first -0.000587078438762711","form -0.00056879272249255","grade -0.00056879272249255","state -0.000568565900458506","pandemic -0.000560428481512165","anchorage -0.000530435928306594","red -0.000530435928306594"
