"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"1",1,0.899148652715874,0.875307931081499,0.861289120276354,0.8664033279552,0.874853481594493,0.834976030610121,0.78800824453992,0.774906971134497,0.713597044549578,0.709819158330459,0.653261562988559,0.670974336514367,0.679132047550081,0.675049189213408,0.693925852735477,0.695815528953193,0.661070932191874,0.667670889682307,0.630621636458541,0.65786351244792,0.646667377946791,0.639882686050107,0.655442165345202,0.596718691113806,0.600272014134454,0.676858524130619,0.664178411771381,0.683036782298733,0.655648649416136,0.642545158240536,0.596150716099727,0.615078395970674,0.625737051162655,0.65477046321376,0.622422208393543,0.657029977401724,0.61787700065619,0.622213397293461,0.621551358109779,0.591727106409989,0.608686669538002,0.60578040077331,0.613928672931359,0.524091614435254,0.574474467511892,0.576258608176284,0.556203798526753,0.53500974570002,0.563935423558527,0.544629384165833,0.546776951545636,0.548224741184373,0.466186581055768,0.513646340490552,0.502418022870769,0.44172936787197,0.317745644073201,0.401382836914599,0.384007807064429,0.508635049306691,0.430907614825642,0.490891173953011,0.418194819746135,0.416275100270396,0.408722022303351,0.453792088751055,0.47429584990353,0.505001485401669,0.409444781981662,0.254397481342551,0.179870673228081,0.261701116874046,0.183607403421088,0.135863824971999,0.249886410849872,0.211748027303467,0.261315797762828,0.424748557319387
"2",0.899148652715874,1,0.956643585578841,0.918373200492979,0.91014801033094,0.88864106457969,0.811387342083298,0.77756633664114,0.764979681849179,0.709641636639069,0.710270452996849,0.660080353179362,0.671182816723735,0.687167219704465,0.681086252800663,0.704997266900389,0.696999967410061,0.676581023488062,0.683758731481413,0.651137584588294,0.653824559081215,0.656912853297624,0.643370583775997,0.661818612857677,0.598665387095196,0.621608101517263,0.670555308736468,0.667916103253968,0.696690122690048,0.666717710663088,0.651321042983509,0.619742467366594,0.649327686597172,0.665837745091906,0.690699949857541,0.65362228494346,0.71343330012153,0.646831698231276,0.651807823033805,0.643996913317073,0.601187207050755,0.638866684333217,0.636367045893176,0.643439532699665,0.557505026657326,0.604012446464088,0.592485482889735,0.597801682001493,0.57104387295143,0.608265783612839,0.593692648672347,0.595855486064421,0.612416907316373,0.522522293347012,0.55541664095499,0.549195569688864,0.500263939519686,0.355897882254479,0.443063682349178,0.422811409607192,0.547704544741514,0.486409415890935,0.523544570816221,0.460830657350297,0.468689339130774,0.450638697445696,0.511352955711893,0.523003456000024,0.546257543060999,0.42851830333393,0.276257222412669,0.202233385206426,0.300996010152965,0.207830820274663,0.139024387465015,0.280981361442828,0.220454544850426,0.280967768740988,0.446361975286865
"3",0.875307931081499,0.956643585578841,1,0.977473903328256,0.947861409196579,0.904615460980426,0.864312783891033,0.828263006955363,0.821217988750021,0.777379069596265,0.777479026934052,0.739126503369324,0.7390396418051,0.74287298435409,0.748528222080286,0.752777064002144,0.749572927222008,0.745616123690179,0.745211787286513,0.725579282554337,0.717891261507463,0.724637090057341,0.717659501116877,0.718281972136418,0.660984730819748,0.686547284828845,0.730071721553408,0.719522330860562,0.751098411841222,0.731340986180683,0.717332854860256,0.691618590468996,0.714382913545267,0.728365657677142,0.737332709485458,0.711225551218236,0.760048191113997,0.703541280155671,0.714713087183451,0.705789132111408,0.651584080805074,0.69140674780684,0.694921481749775,0.700300366179433,0.634543803511042,0.664779113470578,0.654154378800378,0.662790630935397,0.64291020280107,0.667324533007364,0.663826407496414,0.664745835843177,0.679006556900662,0.602289613393332,0.616793662913695,0.609722263332549,0.558714611040557,0.424754685193241,0.524195058609006,0.475670143531644,0.620620238666845,0.56527076928106,0.580206802932502,0.514558920990329,0.527056506225505,0.530815555315691,0.583245114921901,0.573628800556189,0.612976365644603,0.495983307461142,0.316044724428029,0.234725223170532,0.331576395114222,0.242011490697139,0.188449561509398,0.306411954184311,0.248357893475374,0.323512206889948,0.481775141641025
"4",0.861289120276354,0.918373200492979,0.977473903328256,1,0.959245460931811,0.89901613929285,0.868996051566575,0.821251587260852,0.812346840303627,0.7734730271612,0.769068010316111,0.740202868003889,0.725548822721975,0.730093813933513,0.744804597281926,0.72836234188829,0.736713006442539,0.741444651617571,0.735188313310367,0.720693920891322,0.703521258799263,0.706371032048812,0.710847164152206,0.698632391993873,0.651887761570135,0.677303312555868,0.716376373399567,0.700685097491678,0.731066137604318,0.721039250219671,0.703370511609289,0.682835403857529,0.701595870136587,0.710908302400992,0.71343693650891,0.690414407868211,0.726098320311626,0.68061344007947,0.688561353622917,0.682092598769995,0.621813685462441,0.664048058581373,0.673097828434077,0.675159881435307,0.61867694921698,0.643456122007494,0.632839260993025,0.640679749039139,0.63071436258069,0.65080456876987,0.651196451909302,0.654347910024248,0.665124558449033,0.596068428855305,0.609346985464631,0.591008144367796,0.54750778709159,0.416723815477636,0.519451216717881,0.458250296361384,0.601752536344737,0.558424010873055,0.55235987285753,0.485399677598593,0.507780804543313,0.519801664360234,0.570574523591875,0.550570282503371,0.598027270833597,0.481296179338468,0.294154454098283,0.217156353937437,0.306616274426115,0.215700184830341,0.175577264015634,0.287013986284142,0.235502667893162,0.319109392479861,0.457412761079011
"5",0.8664033279552,0.91014801033094,0.947861409196579,0.959245460931811,1,0.953788646764413,0.909816027719251,0.865972170155727,0.842595552617068,0.804137483964156,0.804860547098944,0.763046118601715,0.758117834816477,0.772866162297894,0.767538194776627,0.763487429193391,0.765400250917173,0.768068353578923,0.766755380358963,0.749019732137843,0.737312449848932,0.747350155840202,0.742253395828056,0.738575016455003,0.681997776914572,0.713440219805968,0.759329415245731,0.742019957124224,0.766868307794782,0.749131014356109,0.738872830966398,0.70617155174934,0.726622776217357,0.741630535433668,0.744073691102548,0.72534092589328,0.749546389498339,0.720939113977742,0.728428182336886,0.723728063468667,0.663222228729832,0.694578172449368,0.705555212088036,0.712159105218457,0.636816319360961,0.674597161992406,0.672442407343863,0.669739626557225,0.646471584905943,0.668129223016659,0.667241514849551,0.669591585096682,0.67900021639293,0.593800900454393,0.626539282026505,0.606487421718225,0.551542181487933,0.402246999045587,0.514240307212347,0.457559950281485,0.620344287005745,0.55437321754642,0.582667784225726,0.502508787013379,0.519648177286394,0.525954555248656,0.576632695964745,0.560366021949698,0.620925380762377,0.497183622399046,0.292047761780982,0.213713978207275,0.313903584152825,0.218106189900412,0.188647180763505,0.300742849452017,0.230894054858889,0.321372652835719,0.48320750075088
"6",0.874853481594493,0.88864106457969,0.904615460980426,0.89901613929285,0.953788646764413,1,0.908696130812338,0.871861555743391,0.846038888698148,0.802066897260576,0.815021413534956,0.755059625554376,0.765722526627321,0.788299553671807,0.771231861323044,0.777318058979963,0.782100793106866,0.76412909131881,0.776951381252481,0.749283685362433,0.744676978062684,0.754030515766121,0.743986258999324,0.760298255947988,0.690472741426451,0.715964276609487,0.781155398881632,0.772688069866634,0.796940310186499,0.764898645176514,0.758711579445168,0.71329870889034,0.741541190820422,0.758668558387117,0.776378422886065,0.75158049294648,0.771043451180493,0.752339946394716,0.750667695357482,0.752458934032164,0.707585332767182,0.727908324167041,0.728256367439321,0.745710428899902,0.634043389835856,0.690992649587063,0.688843347577534,0.668902329432605,0.63449261779895,0.673886443685653,0.663035818327997,0.655823899136426,0.671872852436408,0.563269071779807,0.636064484527038,0.603847037482119,0.546789483056376,0.378973492700006,0.490626594571227,0.456553687538738,0.613675512692261,0.524943919967615,0.595882322133923,0.49799970205686,0.509065931741445,0.504924633683441,0.556787995780141,0.563589926558896,0.607685258113636,0.485097686136247,0.283098054940381,0.20206648092561,0.315194176455763,0.218646543142001,0.173500181298249,0.312723478858003,0.246896494486544,0.324413945305438,0.51467189479236
"7",0.834976030610121,0.811387342083298,0.864312783891033,0.868996051566575,0.909816027719251,0.908696130812338,1,0.940178373343031,0.920720664202864,0.878725368185212,0.886871579798054,0.830274242570213,0.825169603079322,0.85030545313308,0.843417270240554,0.839498657492107,0.834540446812001,0.813517982147502,0.806861269456057,0.782633724670234,0.801112823114077,0.820276729379872,0.811370402280995,0.799308991354234,0.735011540390274,0.753912810567973,0.817230873910844,0.806321674830913,0.820306315737476,0.801642990384727,0.790116004593898,0.758536143335079,0.763408549637179,0.778986261371998,0.785644492282635,0.771863091372618,0.773670713890282,0.785269024835191,0.792240116762035,0.787705577508002,0.756414568817929,0.759892070853153,0.763140385150604,0.759928846916131,0.701326488888476,0.732882887780906,0.733735070360543,0.719363294326925,0.698122403932447,0.714974424916226,0.708404547994792,0.696863999439853,0.700754314751558,0.620445720162333,0.666696832760147,0.657770611824388,0.595275661648766,0.470695851748353,0.56266269532251,0.535872713360933,0.682714634417769,0.604246023763681,0.665062596281592,0.568527793719817,0.568019695612688,0.59435357543029,0.609287472986836,0.599283964947008,0.672836307914482,0.561629496353504,0.36904932539028,0.276746011161006,0.390896891310212,0.32133442279849,0.281668934768002,0.346997234657177,0.309762592344977,0.384484728326507,0.554158581479678
"8",0.78800824453992,0.77756633664114,0.828263006955363,0.821251587260852,0.865972170155727,0.871861555743391,0.940178373343031,1,0.954937477691348,0.906753895136104,0.913845900508081,0.869138389949653,0.857516335161082,0.881175511922441,0.873032095996583,0.869836800308285,0.859435231765974,0.849316640080838,0.840455013029643,0.819396510109907,0.831470098055789,0.855502937172249,0.853668047300835,0.847808018698575,0.782116968405806,0.802082303238557,0.85922003961227,0.855588305165134,0.863640529805422,0.83619653826589,0.8289873696048,0.80302611785478,0.808226925107837,0.818474154017023,0.828253848010724,0.80288847368174,0.805853151621545,0.830157863224267,0.829536061195548,0.829206404622482,0.79990305869413,0.794583127502617,0.804377313179076,0.801059730724226,0.748386963350547,0.775077002788898,0.769864095917546,0.752989547458123,0.733245045332592,0.752488124901821,0.749585630512889,0.736676398189356,0.740266849048369,0.646475404371046,0.705532073487941,0.684929697506359,0.628377573340679,0.496649072271524,0.59358519932727,0.577628888621859,0.717787902088992,0.642367129481627,0.711029261340059,0.611945971094918,0.622666997029763,0.640490644619766,0.642243815693696,0.636680148269056,0.708047133294415,0.588139971538656,0.417447487901258,0.306351899438763,0.444483423261797,0.375561342549219,0.33622523736982,0.391239166492686,0.363633951828969,0.418238667314015,0.59994023193374
"9",0.774906971134498,0.76497968184918,0.821217988750021,0.812346840303627,0.842595552617068,0.846038888698148,0.920720664202864,0.954937477691348,1,0.956421870002673,0.94840927437212,0.917220864084535,0.899795441881088,0.907209995710585,0.913484814319141,0.908237458559025,0.901850587629944,0.892064945548589,0.881816597343817,0.853634749859594,0.86207268844562,0.888927556345815,0.885029609030161,0.883331069165299,0.813743034536384,0.834072659390741,0.882982264652736,0.872464221661681,0.885931278439208,0.864918832075061,0.862371423064746,0.835208336214894,0.834120369549928,0.842442027255534,0.853744276376367,0.818926440461647,0.832130995764054,0.845683084700688,0.847887717748355,0.845590835365611,0.811632694612531,0.814231839957063,0.824467171891058,0.808158342367207,0.772535855069406,0.794415279835908,0.785799520393969,0.777219197650058,0.763404014097057,0.781278846470646,0.775365299976072,0.762925686829948,0.761992011063904,0.678881442984681,0.722396333791031,0.707231033751678,0.654444835041075,0.544537948532801,0.633807324747807,0.618851375804966,0.753315730502345,0.686401830506345,0.736507963033804,0.645878219393777,0.652399380232155,0.671694482666577,0.667969188853519,0.661421831641052,0.719261043325914,0.611232312219015,0.453267918442939,0.333944055537298,0.467981232376039,0.409323884124022,0.337504965406489,0.397652056512695,0.386270194194936,0.452566787058199,0.622595471417742
"10",0.713597044549578,0.709641636639069,0.777379069596265,0.7734730271612,0.804137483964156,0.802066897260576,0.878725368185212,0.906753895136104,0.956421870002673,1,0.962021999924541,0.949796651499982,0.933508996659148,0.920632036485126,0.937835581037756,0.920641912336245,0.920600187231956,0.915997241441832,0.902621705029171,0.874926297132109,0.856673126241991,0.896611678215951,0.893555707131487,0.891005477461112,0.819845344531281,0.85440149000502,0.897085176826027,0.882847697551666,0.897039004322569,0.884879967772208,0.883446811817983,0.866540356986323,0.864799048114779,0.861514260390622,0.856585206570234,0.8317551346853,0.841504202977195,0.854936924566408,0.858334344107799,0.852217346407182,0.81655394107915,0.819389444203346,0.83408891076043,0.799479161458496,0.79476185174401,0.802536238429273,0.79740428077027,0.783327900013442,0.799396702068362,0.801650419281742,0.797873288773807,0.784889187213158,0.776835912525352,0.703456225709928,0.731414615341696,0.712137252254989,0.673843459226991,0.577785005047996,0.663486620573223,0.650244123030568,0.785615375351884,0.723928526348104,0.750514095432738,0.659167976715311,0.662642537570031,0.697834537100294,0.692817846856911,0.677840463235185,0.729903917230562,0.625592050176777,0.461646854899939,0.332629382650466,0.450425980681117,0.394821127191209,0.315086577914619,0.391102338436153,0.395828753289065,0.482195558426721,0.633589949350324
"11",0.709819158330459,0.710270452996849,0.777479026934052,0.769068010316111,0.804860547098944,0.815021413534956,0.886871579798054,0.913845900508081,0.94840927437212,0.96202199992454,1,0.966668999220416,0.944907209566656,0.941531509683096,0.954704434142019,0.935397661771175,0.9353402395797,0.939570342586035,0.9264282600332,0.901785839390879,0.879376779716388,0.91513626569098,0.923483290627562,0.917112124481902,0.834954779946951,0.87953919271532,0.922586680723915,0.909852282895806,0.924726098539483,0.915090627599328,0.918530295054118,0.889007220409985,0.882130693763224,0.895872460609772,0.889402109937509,0.859691727143975,0.868678884112622,0.892567732721271,0.895014802778912,0.900252098213688,0.865800190603887,0.859866996257332,0.878736670983556,0.852218029724914,0.831416695106728,0.844960338095226,0.841804686353973,0.820424608505321,0.817179904018122,0.830008350393522,0.830045395284422,0.815202655741956,0.803435706648283,0.723827197220341,0.76860743127193,0.748742421409328,0.692585738164859,0.584262292934067,0.681861864652379,0.660262934777086,0.810382695933981,0.741211506531391,0.783563107569681,0.679108739823171,0.684701839741523,0.718149622790608,0.717246083350516,0.713575348457722,0.768749277177843,0.652078987740078,0.476101221683086,0.343934776936068,0.490180289884946,0.431989816958335,0.363271844686626,0.427065426182772,0.404144556333875,0.47660306434739,0.658978798368574
"12",0.653261562988559,0.660080353179362,0.739126503369325,0.740202868003889,0.763046118601715,0.755059625554376,0.830274242570213,0.869138389949653,0.917220864084535,0.949796651499982,0.966668999220416,1,0.955720158304663,0.932622270780404,0.954729851928979,0.927152822732044,0.931515499917923,0.944815274564589,0.929123935492651,0.916459716403527,0.876156460825814,0.912876056050011,0.924865373470495,0.915060032568637,0.840890421716481,0.893276267148283,0.919188925203306,0.900147525532255,0.919457172958486,0.914370965324217,0.920969584226851,0.899616184866318,0.887489412520022,0.891882848187149,0.873660919967219,0.843697227647113,0.854499341865493,0.870272259758404,0.877615118173899,0.879597405050202,0.840564564391088,0.84604967712818,0.869378224440293,0.82445105213592,0.835988176473728,0.836760502222616,0.835333652941907,0.813644604629222,0.835062632811981,0.837736759131238,0.834497877001243,0.824269165542227,0.808132030820762,0.743807016286602,0.776749020384708,0.745376261206933,0.693632190353616,0.608935697104973,0.706954225720133,0.675635032844992,0.82504825421954,0.769182529136613,0.785675694222209,0.683985599090211,0.689574860610523,0.735071839664949,0.733186956270298,0.715456260178951,0.769376808780056,0.659875747650074,0.484581798438966,0.349035059429736,0.479565827100508,0.423739081207657,0.353126083353812,0.425173807810199,0.416381781124803,0.497442989646227,0.655089545467619
"13",0.670974336514367,0.671182816723735,0.7390396418051,0.725548822721975,0.758117834816477,0.765722526627321,0.825169603079322,0.857516335161082,0.899795441881088,0.933508996659148,0.944907209566656,0.955720158304663,1,0.951350193138756,0.948569407302961,0.9395081322555,0.935490765100044,0.926963545096753,0.911528993734343,0.894555926557084,0.8727194537153,0.906209874799072,0.91382140134333,0.909971414064863,0.845907277322677,0.870951987469942,0.915792515194687,0.89736462453547,0.909738294708628,0.901880727738522,0.910887117878308,0.883208220559793,0.871138269178796,0.874279778752736,0.861727733979805,0.833050766191511,0.850559065943773,0.866455050248081,0.872845260912347,0.87317317146082,0.842725561791078,0.834563822684561,0.858035958919303,0.820039651205642,0.810099187818979,0.823365588796626,0.829583274426717,0.801617940240806,0.809147939695988,0.811977669543246,0.808691728538108,0.792274869531351,0.784708241081188,0.712326887531225,0.762874981314518,0.739878986815444,0.668933393022991,0.588363347612989,0.670086854250206,0.65483345947485,0.796812061843735,0.735498564159494,0.764600647516905,0.665735363389643,0.669609968681771,0.698382629693543,0.700620508072001,0.70099551029308,0.749839872158758,0.646993761654888,0.465693494224886,0.334639771671279,0.454385714667197,0.397866136600627,0.337408475835467,0.410181071198606,0.402870251281967,0.489057112008986,0.648650940676426
"14",0.679132047550081,0.687167219704465,0.74287298435409,0.730093813933513,0.772866162297894,0.788299553671807,0.85030545313308,0.881175511922441,0.907209995710585,0.920632036485126,0.941531509683096,0.932622270780404,0.951350193138756,1,0.947603904130673,0.927935221421651,0.924815556697452,0.91479861101782,0.895742970940816,0.870765807550174,0.860015942938269,0.894138756880332,0.8961030638715,0.895151616860525,0.821671461085641,0.853362169479003,0.901006096702757,0.888815708521188,0.896023777380195,0.886519047111091,0.88608479264772,0.849581427533754,0.845554925862137,0.851520236311521,0.841229389607039,0.808965825833505,0.818714262513482,0.849439336977582,0.851683490482973,0.858392220199952,0.82702241434089,0.804161986516224,0.828755690634899,0.799834754566971,0.771178980995133,0.792895320223317,0.799656670150879,0.764649505058024,0.759141159753977,0.778595120483192,0.771676699153104,0.754725894485106,0.754117410238124,0.663089092580521,0.724218105239356,0.702522553321287,0.639119897112573,0.543334616714998,0.626459994598664,0.620164498973141,0.766428145963074,0.694457398487882,0.737922404768853,0.62439253474524,0.640862474485996,0.668823944950829,0.663799342877287,0.664463163081708,0.734702402717621,0.610229966602264,0.432465427850092,0.30700397507199,0.453761578024895,0.406281226658616,0.33905664211207,0.398415974562182,0.37159677901016,0.45048994285887,0.625266622902613
