"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,0.526249935973766,0.348719152310249,0.390178346285798,0.30227140154118,0.343811406794992,0.295402177132118,0.361699881613531,0.440744254871948,0.376703670125593,0.434512477867422,0.408765591592989
"2",0.526249935973766,1,0.353915852855118,0.47476780295153,0.367443501256569,0.449163112970064,0.294012051127478,0.546799997249648,0.436455094366588,0.357318349705155,0.426394702781054,0.472037122948611
"3",0.348719152310249,0.353915852855118,1,0.332310725933574,0.280197574083511,0.31569633805615,0.21760483135735,0.277899893394954,0.435996263505881,0.712578135073181,0.454708875838587,0.314333541823524
"4",0.390178346285798,0.47476780295153,0.332310725933574,1,0.345097640258978,0.417141875465016,0.255815986119613,0.408494243661038,0.401397706360457,0.377523012488541,0.405380037879228,0.493932481069751
"5",0.30227140154118,0.367443501256569,0.280197574083511,0.345097640258978,1,0.321125898916885,0.201913283590089,0.449925747614673,0.285001874044227,0.327288009620954,0.342211154418021,0.372105748401642
"6",0.343811406794992,0.449163112970064,0.31569633805615,0.417141875465016,0.321125898916885,1,0.206827763760192,0.671750515686275,0.410097677091441,0.337162645429483,0.394798718895434,0.388208268931599
"7",0.295402177132118,0.294012051127478,0.21760483135735,0.255815986119613,0.201913283590089,0.206827763760192,1,0.211558478284202,0.315970733469878,0.257425468815202,0.330781336673932,0.183087995463875
"8",0.361699881613531,0.546799997249648,0.277899893394954,0.408494243661038,0.449925747614673,0.671750515686275,0.211558478284202,1,0.371439282062131,0.303318441575148,0.374304691294216,0.405499815771695
"9",0.440744254871948,0.436455094366588,0.435996263505881,0.401397706360457,0.285001874044227,0.410097677091441,0.315970733469878,0.371439282062131,1,0.522367083165596,0.521706266657007,0.28067004179429
"10",0.376703670125593,0.357318349705155,0.712578135073181,0.377523012488541,0.327288009620954,0.337162645429483,0.257425468815202,0.303318441575148,0.522367083165596,1,0.531696129675037,0.364353811160671
"11",0.434512477867423,0.426394702781054,0.454708875838587,0.405380037879228,0.342211154418021,0.394798718895434,0.330781336673932,0.374304691294216,0.521706266657007,0.531696129675037,1,0.331710320245524
"12",0.408765591592989,0.472037122948611,0.314333541823524,0.493932481069751,0.372105748401642,0.388208268931599,0.183087995463875,0.405499815771695,0.28067004179429,0.364353811160671,0.331710320245524,1
