"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,0.548218799205285,0.453987964972674,0.473761274857956,0.486556422100505,0.426425163282827,0.498525443523902,0.416014500121259,0.543841857539187,0.439422310357422,0.442788237378424,0.428252401362176
"2",0.548218799205285,1,0.37940532546886,0.487030143911315,0.485700482260065,0.459467079294346,0.495400600844642,0.492614500181699,0.4551100475129,0.390622088710013,0.408836475191166,0.432209752953303
"3",0.453987964972674,0.37940532546886,1,0.371506639361606,0.361712324075058,0.343192642745903,0.418100959036209,0.289223573207457,0.505086595372517,0.713070639516472,0.298980525289317,0.320078561968161
"4",0.473761274857956,0.487030143911315,0.371506639361606,1,0.430897251369259,0.396493359639056,0.49586218431553,0.392268082672616,0.490440556832514,0.445021805243507,0.408313451467509,0.453443471018032
"5",0.486556422100505,0.485700482260065,0.361712324075058,0.430897251369259,1,0.389286520055375,0.498363012721187,0.508931892003928,0.469401524577515,0.389844551146849,0.426111277972458,0.428187730312542
"6",0.426425163282827,0.459467079294346,0.343192642745903,0.396493359639056,0.389286520055375,1,0.447303592741112,0.365915468216591,0.458817815789832,0.410216331018323,0.356870930513646,0.393329368099461
"7",0.498525443523902,0.495400600844642,0.418100959036209,0.49586218431553,0.498363012721187,0.447303592741112,1,0.382603495025563,0.545049467880628,0.453411099219132,0.443543874574238,0.475717764312853
"8",0.416014500121259,0.492614500181699,0.289223573207457,0.392268082672616,0.508931892003928,0.365915468216591,0.382603495025563,1,0.409218256452803,0.291351012267213,0.350071092871439,0.379459899240135
"9",0.543841857539187,0.4551100475129,0.505086595372517,0.490440556832514,0.469401524577515,0.458817815789832,0.545049467880628,0.409218256452803,1,0.576577138803238,0.548721641846093,0.363739887743785
"10",0.439422310357422,0.390622088710013,0.713070639516472,0.445021805243507,0.389844551146849,0.410216331018323,0.453411099219132,0.291351012267213,0.576577138803238,1,0.345626416879874,0.335099508306802
"11",0.442788237378424,0.408836475191166,0.298980525289317,0.408313451467509,0.426111277972458,0.356870930513646,0.443543874574238,0.350071092871439,0.548721641846093,0.345626416879874,1,0.292160882401856
"12",0.428252401362176,0.432209752953303,0.320078561968161,0.453443471018032,0.428187730312542,0.393329368099461,0.475717764312853,0.379459899240135,0.363739887743785,0.335099508306802,0.292160882401856,1
