"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,0.548960138303617,0.44180056997601,0.343679125208367,0.493524974635673,0.464373072469777,0.523728825704095,0.42768103489701,0.519028899640815,0.444039434536876,0.443017683556341,0.333056596411895
"2",0.548960138303617,1,0.411459044762505,0.412115991314703,0.524937576800069,0.429238419508438,0.458511251284757,0.460140549140632,0.485461355726031,0.446435356855719,0.570018223892004,0.429486435920147
"3",0.44180056997601,0.411459044762505,1,0.36526915066083,0.466523115513806,0.501190198304003,0.486438100972495,0.427244079142338,0.55268784375815,0.429778596492113,0.414673064698845,0.301623838667881
"4",0.343679125208367,0.412115991314703,0.36526915066083,1,0.337665814714126,0.422879741632057,0.58237905330479,0.442579857283492,0.478019555645935,0.442341322064521,0.444271167948548,0.686240952242238
"5",0.493524974635673,0.524937576800069,0.466523115513806,0.337665814714126,1,0.39724047846034,0.483766952944376,0.457802743457721,0.530769486534373,0.413902370793137,0.552176197115323,0.284514952841725
"6",0.464373072469777,0.429238419508438,0.501190198304003,0.422879741632057,0.39724047846034,1,0.551432858174892,0.445203172452417,0.565521332509233,0.53470763629278,0.375951196569207,0.380848053881267
"7",0.523728825704095,0.458511251284757,0.486438100972495,0.58237905330479,0.483766952944376,0.551432858174892,1,0.495921703603759,0.620701306482829,0.593130149563139,0.461680381377638,0.558973797795082
"8",0.42768103489701,0.460140549140632,0.427244079142338,0.442579857283492,0.457802743457721,0.445203172452418,0.495921703603759,1,0.531712082968097,0.445490489106863,0.425802559903446,0.362810921038062
"9",0.519028899640815,0.485461355726031,0.55268784375815,0.478019555645935,0.530769486534373,0.565521332509233,0.620701306482829,0.531712082968097,1,0.54368521437392,0.47062128344714,0.403821180790339
"10",0.444039434536876,0.446435356855719,0.429778596492114,0.442341322064521,0.413902370793137,0.53470763629278,0.593130149563139,0.445490489106863,0.54368521437392,1,0.493201949229565,0.409385761213993
"11",0.443017683556341,0.570018223892004,0.414673064698845,0.444271167948548,0.552176197115323,0.375951196569207,0.461680381377638,0.425802559903446,0.47062128344714,0.493201949229565,1,0.352512345159835
"12",0.333056596411895,0.429486435920147,0.301623838667881,0.686240952242238,0.284514952841725,0.380848053881267,0.558973797795082,0.362810921038062,0.403821180790339,0.409385761213993,0.352512345159835,1
