"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,0.599363336191663,0.562317873638407,0.321974268779303,0.526929465927995,0.560599983187273,0.484633192875731,0.499313626352554,0.508692530767132,0.565679138520816,0.573728754117976,0.417173302675876
"2",0.599363336191663,1,0.427960624649735,0.408616542718255,0.534325853532496,0.507706399644431,0.485207278700773,0.495275210452342,0.474303557813608,0.536572552993615,0.592029204428216,0.508982859654843
"3",0.562317873638407,0.427960624649735,1,0.378471106147256,0.435721111846336,0.682648243034542,0.647535640669633,0.462047499047856,0.511822094197,0.54233974409012,0.554079510315473,0.411890210995104
"4",0.321974268779303,0.408616542718255,0.378471106147256,1,0.324857263996145,0.374185032732297,0.528845213304877,0.314856516683614,0.344129221326609,0.365091871120303,0.37513238250504,0.668688177453902
"5",0.526929465927995,0.534325853532496,0.435721111846336,0.324857263996145,1,0.52721579505148,0.4378525714576,0.511613136593036,0.460206553017324,0.525197755315079,0.515826282812464,0.381811684577975
"6",0.560599983187272,0.507706399644431,0.682648243034542,0.374185032732297,0.52721579505148,1,0.587654533932751,0.494032538359134,0.624588136528652,0.654639275200167,0.614414145033319,0.444153156144616
"7",0.484633192875731,0.485207278700773,0.647535640669633,0.528845213304877,0.4378525714576,0.587654533932751,1,0.4469772027783,0.427110147054546,0.579035816372953,0.521341641994044,0.610078854543514
"8",0.499313626352554,0.495275210452342,0.462047499047856,0.314856516683614,0.511613136593036,0.494032538359134,0.4469772027783,1,0.538651264288012,0.605891680202236,0.508144960938092,0.357753124985165
"9",0.508692530767132,0.474303557813608,0.511822094197,0.344129221326609,0.460206553017324,0.624588136528652,0.427110147054546,0.538651264288012,1,0.566578762942451,0.559537658199669,0.337464187871203
"10",0.565679138520816,0.536572552993615,0.54233974409012,0.365091871120303,0.525197755315079,0.654639275200167,0.579035816372953,0.605891680202236,0.566578762942451,1,0.565929764903476,0.442604652925944
"11",0.573728754117976,0.592029204428216,0.554079510315473,0.37513238250504,0.515826282812464,0.614414145033319,0.521341641994044,0.508144960938092,0.559537658199669,0.565929764903476,1,0.370024942141948
"12",0.417173302675876,0.508982859654843,0.411890210995104,0.668688177453902,0.381811684577975,0.444153156144616,0.610078854543514,0.357753124985165,0.337464187871202,0.442604652925944,0.370024942141948,1
