"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,0.49527549428351,0.332213328973338,0.440665540165481,0.468124244595555,0.403192375479387,0.253994767531844,0.452379867411294,0.450182656856193,0.370250609777154,0.40995098371355,0.377325219674358
"2",0.49527549428351,1,0.548140759124257,0.539320259155173,0.505930388826107,0.547744697124861,0.284326118366721,0.581568275561026,0.594981963755342,0.582012261953943,0.452347826225718,0.425808499342134
"3",0.332213328973338,0.548140759124258,1,0.361514202227177,0.329562100603185,0.556057227997562,0.196358643338297,0.370518172654866,0.40285501766116,0.730158549718708,0.288806887806213,0.312815312410999
"4",0.440665540165481,0.539320259155173,0.361514202227177,1,0.427355424480974,0.377602648654797,0.260734161921557,0.540413747300064,0.532173096933602,0.492488548025694,0.391735828993313,0.454706145123248
"5",0.468124244595555,0.505930388826107,0.329562100603185,0.427355424480974,1,0.392385728261666,0.328035897845857,0.501585816105346,0.459704218509439,0.391475685718367,0.391557413553755,0.41041972270859
"6",0.403192375479387,0.547744697124861,0.556057227997562,0.377602648654797,0.392385728261666,1,0.262216470228181,0.472860703011716,0.452890972759313,0.495130688385374,0.308754376063404,0.367474688647693
"7",0.253994767531844,0.284326118366721,0.196358643338297,0.260734161921557,0.328035897845857,0.262216470228181,1,0.259054308793857,0.346433151781498,0.228972517749099,0.257907187910647,0.228980588405036
"8",0.452379867411294,0.581568275561026,0.370518172654866,0.540413747300064,0.501585816105346,0.472860703011716,0.259054308793857,1,0.483179186603422,0.457924564380601,0.403352160337118,0.449806023059289
"9",0.450182656856193,0.594981963755342,0.40285501766116,0.532173096933603,0.459704218509439,0.452890972759313,0.346433151781498,0.483179186603422,1,0.482689380107782,0.47320863615361,0.320540111144924
"10",0.370250609777154,0.582012261953943,0.730158549718708,0.492488548025694,0.391475685718367,0.495130688385374,0.228972517749099,0.457924564380601,0.482689380107782,1,0.36333535633561,0.449399017192772
"11",0.40995098371355,0.452347826225718,0.288806887806213,0.391735828993313,0.391557413553755,0.308754376063404,0.257907187910647,0.403352160337118,0.47320863615361,0.36333535633561,1,0.258477562249146
"12",0.377325219674358,0.425808499342134,0.312815312410999,0.454706145123248,0.41041972270859,0.367474688647693,0.228980588405036,0.449806023059289,0.320540111144924,0.449399017192772,0.258477562249146,1
