"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.84122348831244,0.861296300351194,0.889794977288411,0.640478902025792,0.834645918124719,0.626510879229176,0.948282000392592,0.744595128844521,0.746274242905178,0.800888935347313,0.889755835071224,0.899148652715874
"3",0.830030560598527,0.816901941362467,0.789571316046173,0.808884694807756,0.498164851124309,0.839822196003711,0.915036239619373,0.825836743538854,0.844070087745629,0.693137384432122,0.831197948048414,0.956643585578841
"4",0.608754809100345,0.646566945727326,0.840156030816928,0.934396776181773,0.711322932497894,0.807746105837445,0.902920527965613,0.852614442276133,0.815109731558502,0.752979348208004,0.678241314847851,0.961743310302196
"5",0.827021367182564,0.637561190714812,0.871533065968736,0.926175900483472,0.443932657021964,0.72536120999513,0.931175675035932,0.852304088576077,0.641609772683887,0.651841587130249,0.807326641647934,0.957058886983592
"6",0.955836907212939,0.93208175350554,0.887215316193603,0.63319933059984,0.779292661832446,0.849516350283054,0.931277473046293,0.760356150857705,0.903969155875666,0.637300697112411,0.617280270826916,0.93203535003731
"7",0.902871435794473,0.794977421620014,0.915774738908212,0.958298587824276,0.712654465025285,0.834655222529833,0.963856144678162,0.840925320841091,0.878795214020747,0.836004861570053,0.846026718388986,0.908696130812338
"8",0.532551669362989,0.893411409172288,0.855256561813246,0.910640315469674,0.868440514926542,0.877469892470721,0.933539215049528,0.770217365890665,0.946054869163391,0.840171987412513,0.819559094863692,0.921583830123523
"9",0.860715957997468,0.914764399579228,0.915169609265839,0.918663223944547,0.789259883733264,0.874711726300036,0.897191287183598,0.888545823768122,0.785905964190815,0.831657466475158,0.917787375595383,0.954937477691348
"10",0.893631829446096,0.904675613178539,0.953467101022593,0.905407042705845,0.787416000738196,0.780320505098282,0.937699314015946,0.893606575802323,0.823595967553735,0.80447820009005,0.885744949031912,0.943436113512429
"11",0.851618534200163,0.891547179150211,0.956565183954523,0.878798482187282,0.773734483042189,0.908335737184904,0.903014700255571,0.912831440551949,0.817159171516401,0.872356467968677,0.900187362188875,0.959642693580792
"12",0.863508515816334,0.882610058570717,0.859806543803207,0.925188115020941,0.78533282965034,0.898752814791995,0.927903572300254,0.899969370280994,0.89292100931379,0.874420738343374,0.876670330170325,0.947529600029593
"13",0.852396452404886,0.872246792925084,0.919184912957541,0.936200353261766,0.725117602552759,0.875466694896905,0.892771929786958,0.841116182635477,0.908110762066908,0.851651200481215,0.945932846332593,0.95101839224835
"14",0.868954831102948,0.86613573810779,0.872115751857328,0.929052712155092,0.725941073668295,0.892819293209844,0.813160975562255,0.864576048463631,0.891526944372903,0.830204882922478,0.88873728484708,0.952217720314291
"15",0.866128924387309,0.848795278946702,0.816417432093825,0.928674042901872,0.723934093240917,0.823996820836602,0.792058723376243,0.803278641738823,0.868920991280537,0.848640533693216,0.8818951665584,0.969740995188358
"16",0.848055247747698,0.835202366089329,0.852357207221394,0.896808112903506,0.766289369619715,0.8470477924173,0.831849153288561,0.866767277606355,0.798723969356782,0.769196590358304,0.852347407339841,0.952200035117222
"17",0.858300113177074,0.825871191251858,0.82255475953954,0.941604139054932,0.74519001230264,0.895026899337478,0.853438502474856,0.822876909803605,0.853536719021535,0.786210710917563,0.918086295905398,0.964813043948943
"18",0.667762734865346,0.789073637438029,0.784150334271353,0.909332034918012,0.737225550213341,0.882306718960071,0.818596774727454,0.790118431703863,0.873170403457494,0.767641569458773,0.934028790528403,0.961401653667349
"19",0.649991868582785,0.820343061290984,0.792922422745567,0.919338585406471,0.70524729366774,0.839125493536557,0.792865279613643,0.731768907494742,0.77558909291605,0.671184547762748,0.907167163163552,0.957123961437078
"20",0.762840348440591,0.831906783088668,0.859769325205698,0.883650162238705,0.77410701006961,0.864116844649006,0.817588802073044,0.80121696635474,0.790033711431644,0.651922068875582,0.913877068508068,0.950460462510019
"21",0.721315302747595,0.824162377599212,0.817050191901744,0.892588027994268,0.790474207070826,0.915308309321046,0.820951976339772,0.815178743733338,0.737819563426743,0.800643923799019,0.888570248716483,0.917811028386812
"22",0.706361727493258,0.82519489970218,0.840922527930818,0.966871565771945,0.813992534832108,0.845800754180189,0.885235548559532,0.842492703592159,0.851557053134548,0.827245064693377,0.89289633739076,0.956108780160628
"23",0.537500963988872,0.868641485484774,0.874404344989876,0.980041752433987,0.826751640461201,0.86499807999536,0.907141126525959,0.861581673371552,0.902921101138856,0.876179093015748,0.916281417539805,0.965691367462203
