"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.834020623106586,0.838748704325483,0.839236123755684,0.698455988984624,0.767041553589183,0.651928120683426,0.93621360909731,0.749902304550675,0.766511330198165,0.759299081722009,0.884536940796252,0.900366691704285
"3",0.790591184038535,0.801363144385371,0.790430475703552,0.830212232390123,0.564094069015652,0.698111426551149,0.904158073711096,0.797817574918745,0.801503794805746,0.692905197234911,0.749325490504608,0.948290493157565
"4",0.643355653603747,0.650617563113467,0.807623836929841,0.926871686255216,0.622103799270929,0.774044323974631,0.89290398211941,0.828982651886701,0.788143713006513,0.697037089341363,0.713821768764459,0.953622923147279
"5",0.835438707668599,0.67526442388353,0.867154729872545,0.89594578533216,0.494506157398154,0.735693115415795,0.92987118609367,0.825673450609995,0.678736366752028,0.601706068548112,0.769270617956707,0.954181838533804
"6",0.937088187871074,0.914645323310401,0.874397949029633,0.681030375557262,0.774526902809412,0.823537347175285,0.935664679989468,0.769529596077706,0.894614152510971,0.672542055390495,0.670376114737065,0.934041655710518
"7",0.868585769971712,0.819065320829853,0.904922611069522,0.951596310895922,0.757620479215524,0.837884200298294,0.961404756698113,0.818901090384843,0.887642064807275,0.830876397108578,0.860048520044287,0.9028122170465
"8",0.626170459525321,0.901139716577301,0.873186213588575,0.912372209320207,0.855407408396176,0.86835176446415,0.922820735081745,0.791115995344741,0.939227562888314,0.827180942788351,0.840864714681528,0.923085156636189
"9",0.852851669634722,0.911240847461802,0.91969732463025,0.91845214933526,0.798118809011597,0.855495945218443,0.902516809698799,0.874719749750136,0.817331919107399,0.811338500389531,0.907563238721043,0.950177235970477
"10",0.874751246251968,0.892606927467771,0.947997969662848,0.904493525397407,0.754120958708922,0.798183631269998,0.927634422819403,0.878440104351139,0.806296265935016,0.804281412259333,0.883054836376632,0.935523633655909
"11",0.852499664169668,0.880239326677543,0.942348711852208,0.885638854978065,0.751723291674763,0.906860828268326,0.905269746819036,0.896962553911172,0.825581906651739,0.863889313057929,0.8885255336144,0.955618395146987
"12",0.847601396719049,0.869203434728819,0.864780721519771,0.917378491333978,0.760619396809227,0.899056416122186,0.914836693141863,0.883502011091056,0.892292506507268,0.854151091560502,0.884421101319923,0.942790424577431
"13",0.835579479694667,0.851990672264892,0.89755850270803,0.909351286661276,0.66357561677962,0.863173924449146,0.859038809378899,0.799618654458249,0.889306191576944,0.814369271354267,0.92003895732376,0.938805296452441
"14",0.847174559343602,0.841223343986304,0.849275499459915,0.908188904107106,0.699276415036797,0.874603537099615,0.785112649398877,0.839467329888148,0.844846415935692,0.800615409457845,0.87693711963369,0.935340499322402
"15",0.851298006175928,0.818795358557226,0.775703861716049,0.91177574047338,0.694106765183353,0.812238532996652,0.780683788425628,0.766631800492042,0.858635907916446,0.802038510959543,0.880047838358054,0.956533766779729
"16",0.833554580512799,0.805748517769273,0.815137071482551,0.878911836388316,0.727028015433762,0.840313442409607,0.789817773314285,0.832153943976352,0.796568497925163,0.714184451402503,0.839725050296616,0.946584632707903
"17",0.814159151350655,0.768356290657087,0.785564654060174,0.920430019934494,0.713844572951702,0.866071626739143,0.81244284392252,0.795288466494294,0.835294965490416,0.751877878344929,0.892706238236626,0.955751512095167
"18",0.684324717355657,0.746898271930475,0.718906809027707,0.894566443912556,0.666829682205789,0.86086714119063,0.748304585160608,0.722252598320725,0.821255112134402,0.701934941980136,0.913407363593928,0.949291602593298
"19",0.653001191016894,0.781165389261225,0.774441497361155,0.892540881224354,0.643750811106333,0.82685913921616,0.773978111966695,0.706629955605299,0.740635395092432,0.602727467594218,0.894830799092705,0.946618089983153
"20",0.695723559767525,0.762783366813083,0.814773180535667,0.868801463880668,0.731358178835434,0.834417946073591,0.782410692873244,0.75205942300458,0.763252367265686,0.648015513852008,0.882747166953108,0.928646122900056
"21",0.671547842080112,0.790627214621879,0.787471264846821,0.89666537940044,0.750447825743998,0.890589642386584,0.796069073647782,0.753054067582208,0.751286686703652,0.787785497356523,0.864308771901918,0.913484940630421
"22",0.692710506505444,0.803364264153431,0.807300581185371,0.961999357746437,0.757680071805342,0.84184147989365,0.854220597209476,0.806045175658745,0.847548021495069,0.818218966273965,0.884103914962148,0.943549177495609
"23",0.554156517078446,0.855432587706104,0.841022263455243,0.974631448315643,0.796921317263387,0.850484143382666,0.883640713474334,0.819821061162807,0.883481360624561,0.869588039647422,0.909380648044412,0.954559533868992
"24",0.732743930608833,0.804330065877549,0.78751825643135,0.936715406225626,0.759635080372417,0.834651026346375,0.855076295371543,0.723477865789321,0.84883733590133,0.892017255749984,0.849880649825658,0.942582839201133
